date,log_date,time,target,target_raw,top10_raw,top1
2021-03-30,2021-03-30,13:10:00,513030,513030.XSHG,"513030.XSHG:0.3728,513500.XSHG:0.2986",513030
2021-03-31,2021-03-31,13:10:00,513030,513030.XSHG,"513030.XSHG:0.3921,513500.XSHG:0.3388",513030
2021-04-01,2021-04-01,13:10:00,513030,513030.XSHG,"513030.XSHG:0.4233,513500.XSHG:0.3779",513030
2021-04-02,2021-04-02,13:10:00,513030,513030.XSHG,"513030.XSHG:0.5244,513500.XSHG:0.5098,510880.XSHG:0.1181",513030
2021-04-06,2021-04-06,13:10:00,513500,513500.XSHG,"513500.XSHG:0.5898,513030.XSHG:0.5766",513500
2021-04-07,2021-04-07,13:10:00,513500,513500.XSHG,"513500.XSHG:0.6705,513090.XSHG:0.6555,513030.XSHG:0.6201,513100.XSHG:0.3130",513500
2021-04-08,2021-04-08,13:10:00,513090,513090.XSHG,"513090.XSHG:0.8598,513500.XSHG:0.8091,513030.XSHG:0.6793,513100.XSHG:0.5800",513090
2021-04-09,2021-04-09,13:10:00,513090,513090.XSHG,"513090.XSHG:1.1018,513500.XSHG:0.9338,513100.XSHG:0.9059,515120.XSHG:0.8560,159992.XSHE:0.8442,513030.XSHG:0.7467,510880.XSHG:0.1292,518880.XSHG:0.1059",513090
2021-04-12,2021-04-12,13:10:00,513100,513100.XSHG,"513100.XSHG:1.0614,513500.XSHG:0.9698,513030.XSHG:0.8036,159985.XSHE:0.4273,518880.XSHG:0.0958,513520.XSHG:0.0388",513100
2021-04-13,2021-04-13,13:10:00,513100,513100.XSHG,"513100.XSHG:1.1631,513500.XSHG:0.9841,513030.XSHG:0.8062,518880.XSHG:0.0710,513520.XSHG:0.0399",513100
2021-04-14,2021-04-14,13:10:00,513100,513100.XSHG,"513100.XSHG:1.2938,513500.XSHG:1.0254,513030.XSHG:0.7735,518880.XSHG:0.0533,513520.XSHG:0.0377",513100
2021-04-15,2021-04-15,13:10:00,513100,513100.XSHG,"513100.XSHG:1.2605,513500.XSHG:1.0507,513030.XSHG:0.7949,518880.XSHG:0.0443,513520.XSHG:0.0346,159980.XSHE:0.0100",513100
2021-04-16,2021-04-16,13:10:00,513100,513100.XSHG,"513100.XSHG:1.3916,513500.XSHG:1.1236,513030.XSHG:0.8527,159985.XSHE:0.6438,518880.XSHG:0.0685,513520.XSHG:0.0368,159980.XSHE:0.0281",513100
2021-04-19,2021-04-19,13:10:00,513100,513100.XSHG,"513100.XSHG:1.5217,513500.XSHG:1.1988,513030.XSHG:1.0809,159985.XSHE:0.6182,518880.XSHG:0.1134,159980.XSHE:0.0878,513520.XSHG:0.0421",513100
2021-04-20,2021-04-20,13:10:00,512690,512690.XSHG,"512690.XSHG:1.7775,513100.XSHG:1.4911,512480.XSHG:1.2130,513500.XSHG:1.1555,513030.XSHG:1.0913,159995.XSHE:1.0393,515210.XSHG:0.9658,159967.XSHE:0.8639,515170.XSHG:0.8636,159981.XSHE:0.7817",512690
2021-04-21,2021-04-21,13:10:00,512690,512690.XSHG,"512690.XSHG:1.7072,513100.XSHG:1.2099,515210.XSHG:1.1341,513500.XSHG:0.9975,512480.XSHG:0.9550,513030.XSHG:0.8825,159967.XSHE:0.8747,159981.XSHE:0.8221,159995.XSHE:0.7852,515170.XSHG:0.7837",512690
2021-04-22,2021-04-22,13:10:00,512690,512690.XSHG,"512690.XSHG:1.8429,515210.XSHG:1.4273,513100.XSHG:1.2181,159967.XSHE:1.0210,513500.XSHG:0.9904,515220.XSHG:0.9592,512480.XSHG:0.9215,159981.XSHE:0.8940,159949.XSHE:0.8399,515980.XSHG:0.8390",512690
2021-04-23,2021-04-23,13:10:00,512690,512690.XSHG,"512690.XSHG:1.9431,515210.XSHG:1.5730,159967.XSHE:1.2752,159949.XSHE:1.1144,515220.XSHG:1.1105,513100.XSHG:1.0573,512170.XSHG:1.0035,159915.XSHE:0.9857,159981.XSHE:0.9815,512480.XSHG:0.9058",512690
2021-04-26,2021-04-26,13:10:00,512690,512690.XSHG,"512690.XSHG:2.2719,515210.XSHG:1.9693,159967.XSHE:1.8268,159949.XSHE:1.6509,515220.XSHG:1.5243,515030.XSHG:1.4078,512170.XSHG:1.3851,159915.XSHE:1.3719,159981.XSHE:1.1643,512480.XSHG:1.0706",512690
2021-04-27,2021-04-27,13:10:00,512690,512690.XSHG,"512690.XSHG:2.0054,159967.XSHE:1.8793,159949.XSHE:1.6300,515210.XSHG:1.6085,512170.XSHG:1.4663,159915.XSHE:1.3025,515030.XSHG:1.2743,159981.XSHE:1.1038,159985.XSHE:1.0640,512480.XSHG:0.8673",512690
2021-04-28,2021-04-28,13:10:00,159967,159967.XSHE,"159967.XSHE:2.4793,512690.XSHG:2.2691,159949.XSHE:2.1623,515220.XSHG:1.8465,512170.XSHG:1.8201,515210.XSHG:1.8063,515030.XSHG:1.6993,159915.XSHE:1.6676,515120.XSHG:1.1940,159981.XSHE:1.1845",159967
2021-04-29,2021-04-29,13:10:00,159967,159967.XSHE,"159967.XSHE:2.8074,159949.XSHE:2.4563,512690.XSHG:2.4076,515220.XSHG:2.0960,512170.XSHG:2.0144,159915.XSHE:1.8461,515030.XSHG:1.8358,515210.XSHG:1.5145,515120.XSHG:1.4524,159981.XSHE:1.3983",159967
2021-04-30,2021-04-30,13:10:00,159967,159967.XSHE,"159967.XSHE:3.3041,159949.XSHE:2.8551,512690.XSHG:2.4904,512170.XSHG:2.2638,159915.XSHE:2.0625,515030.XSHG:1.9751,515120.XSHG:1.8773,159992.XSHE:1.8183,159981.XSHE:1.5990,512400.XSHG:1.0543",159967
2021-05-06,2021-05-06,13:10:00,159949,159949.XSHE,"159949.XSHE:2.7455,512170.XSHG:2.0686,515030.XSHG:1.9425,159981.XSHE:1.9284,159915.XSHE:1.9122,512400.XSHG:1.1619,159980.XSHE:1.0028,515210.XSHG:0.9705,516160.XSHG:0.9322,512480.XSHG:0.9060",159949
2021-05-07,2021-05-07,13:10:00,159980,159980.XSHE,"159980.XSHE:1.2696,159985.XSHE:0.8308,161226.XSHE:0.7767,501018.XSHG:0.5531,513500.XSHG:0.2508,518880.XSHG:0.2336",159980
2021-05-10,2021-05-10,13:10:00,159980,159980.XSHE,"159980.XSHE:1.6802,161226.XSHE:0.9524,159985.XSHE:0.7601,501018.XSHG:0.5710,518880.XSHG:0.2836,513500.XSHG:0.2274,513030.XSHG:0.0368",159980
2021-05-11,2021-05-11,13:10:00,159980,159980.XSHE,"159980.XSHE:1.9900,161226.XSHE:1.0041,159985.XSHE:0.7118,501018.XSHG:0.6183,518880.XSHG:0.3013",159980
2021-05-12,2021-05-12,13:10:00,159980,159980.XSHE,"159980.XSHE:2.2145,161226.XSHE:0.9824,159985.XSHE:0.7887,501018.XSHG:0.7079,518880.XSHG:0.2945",159980
2021-05-13,2021-05-13,13:10:00,159980,159980.XSHE,"159980.XSHE:2.1531,161226.XSHE:0.8740,159985.XSHE:0.7850,501018.XSHG:0.7573,518880.XSHG:0.2905",159980
2021-05-14,2021-05-14,13:10:00,518880,518880.XSHG,518880.XSHG:0.3142,518880
2021-05-17,2021-05-17,13:10:00,159992,159992.XSHE,"159992.XSHE:3.2190,515120.XSHG:3.2171,512010.XSHG:2.2676,512170.XSHG:1.8794,159980.XSHE:1.8377,159967.XSHE:1.4481,159949.XSHE:1.4284,161226.XSHE:0.8930,159915.XSHE:0.8806,516160.XSHG:0.6972",159992
2021-05-18,2021-05-18,13:10:00,159992,159992.XSHE,"159992.XSHE:3.3638,515120.XSHG:3.3383,515220.XSHG:3.1212,512010.XSHG:2.5356,512400.XSHG:1.9386,512170.XSHG:1.9277,159980.XSHE:1.8618,159967.XSHE:1.5174,159949.XSHE:1.5003,161226.XSHE:1.1041",159992
2021-05-19,2021-05-19,13:10:00,515120,515120.XSHG,"515120.XSHG:3.5966,159992.XSHE:3.5926,512010.XSHG:2.9505,515220.XSHG:2.2172,512400.XSHG:2.0370,512170.XSHG:1.9643,159967.XSHE:1.7331,159980.XSHE:1.7267,159949.XSHE:1.6644,161226.XSHE:1.1627",515120
2021-05-20,2021-05-20,13:10:00,515120,515120.XSHG,"515120.XSHG:3.5922,159992.XSHE:3.5603,512010.XSHG:3.1074,512170.XSHG:2.0334,159967.XSHE:1.8450,512400.XSHG:1.8289,159949.XSHE:1.7407,159980.XSHE:1.2235,161226.XSHE:1.1585,159915.XSHE:1.1371",515120
2021-05-21,2021-05-21,13:10:00,515120,515120.XSHG,"515120.XSHG:3.0341,159992.XSHE:2.9229,512010.XSHG:2.6998,512170.XSHG:1.9619,159967.XSHE:1.7976,159949.XSHE:1.6512,159915.XSHE:1.1184,515030.XSHG:1.0645,516160.XSHG:1.0162,161226.XSHE:0.9430",515120
2021-05-24,2021-05-24,13:10:00,515120,515120.XSHG,"515120.XSHG:2.1222,512010.XSHG:2.0606,159992.XSHE:2.0378,512170.XSHG:1.7063,159967.XSHE:1.5876,159949.XSHE:1.4779,515030.XSHG:1.0295,159915.XSHE:1.0128,516160.XSHG:0.9236,512690.XSHG:0.8769",515120
2021-05-25,2021-05-25,13:10:00,512010,512010.XSHG,"512010.XSHG:1.8970,515120.XSHG:1.8451,512170.XSHG:1.7593,159992.XSHE:1.7082,159967.XSHE:1.6547,159949.XSHE:1.6058,515030.XSHG:1.1318,512690.XSHG:1.1232,159915.XSHE:1.1202,515170.XSHG:1.0292",512010
2021-05-26,2021-05-26,13:10:00,512010,512010.XSHG,"512010.XSHG:1.7689,512170.XSHG:1.7209,159967.XSHE:1.6939,159949.XSHE:1.6612,515120.XSHG:1.5569,159992.XSHE:1.4438,512690.XSHG:1.2869,515170.XSHG:1.2482,515030.XSHG:1.1926,159915.XSHE:1.1902",512010
2021-05-27,2021-05-27,13:10:00,512170,512170.XSHG,"512170.XSHG:1.6789,159967.XSHE:1.6527,159949.XSHE:1.6205,512010.XSHG:1.5317,515170.XSHG:1.5287,512690.XSHG:1.5062,515120.XSHG:1.2212,159915.XSHE:1.2065,515030.XSHG:1.1875,159992.XSHE:1.1397",512170
2021-05-28,2021-05-28,13:10:00,159949,159949.XSHE,"159949.XSHE:1.9221,515030.XSHG:1.8749,515170.XSHG:1.8635,159967.XSHE:1.8631,512690.XSHG:1.8008,512170.XSHG:1.7767,512880.XSHG:1.4575,159915.XSHE:1.4451,512010.XSHG:1.4284,516160.XSHG:1.1358",159949
2021-05-31,2021-05-31,13:10:00,515030,515030.XSHG,"515030.XSHG:2.6894,159949.XSHE:2.0081,515170.XSHG:1.9830,512690.XSHG:1.9502,512880.XSHG:1.8598,159967.XSHE:1.8244,512670.XSHG:1.7512,159915.XSHE:1.5224,512170.XSHG:1.4759,516160.XSHG:1.4339",515030
2021-06-01,2021-06-01,13:10:00,515030,515030.XSHG,"515030.XSHG:3.6844,512670.XSHG:2.6910,512690.XSHG:2.3425,515170.XSHG:2.3198,159949.XSHE:2.2834,512880.XSHG:2.2069,159967.XSHE:2.0626,512710.XSHG:1.9815,516160.XSHG:1.8216,512660.XSHG:1.8103",515030
2021-06-02,2021-06-02,13:10:00,515030,515030.XSHG,"515030.XSHG:4.5483,512670.XSHG:3.0880,512690.XSHG:2.5456,515170.XSHG:2.3950,512880.XSHG:2.3698,159949.XSHE:2.2774,512710.XSHG:2.2260,512660.XSHG:2.1610,516160.XSHG:2.1583,159967.XSHE:1.9162",515030
2021-06-03,2021-06-03,13:10:00,512670,512670.XSHG,"512670.XSHG:3.2271,512690.XSHG:2.9866,515170.XSHG:2.6549,516160.XSHG:2.4878,512710.XSHG:2.2823,512660.XSHG:2.2710,512880.XSHG:2.2650,159949.XSHE:2.2041,588080.XSHG:1.7893,159915.XSHE:1.7698",512670
2021-06-04,2021-06-04,13:10:00,501018,501018.XSHG,"501018.XSHG:0.1718,513030.XSHG:0.0590",501018
2021-06-07,2021-06-07,13:10:00,512690,512690.XSHG,"512690.XSHG:3.5358,512670.XSHG:3.1928,515170.XSHG:2.5185,512480.XSHG:2.4146,512660.XSHG:2.3309,588080.XSHG:2.2996,516160.XSHG:2.1953,512710.XSHG:2.1236,159995.XSHE:1.8009,512880.XSHG:1.7726",512690
2021-06-08,2021-06-08,13:10:00,501018,501018.XSHG,"501018.XSHG:0.2221,513030.XSHG:0.1443",501018
2021-06-09,2021-06-09,13:10:00,501018,501018.XSHG,"501018.XSHG:0.3250,513030.XSHG:0.1799,513100.XSHG:0.0049",501018
2021-06-10,2021-06-10,13:10:00,501018,501018.XSHG,"501018.XSHG:0.3959,513030.XSHG:0.1663,513100.XSHG:0.0454,513500.XSHG:0.0004",501018
2021-06-11,2021-06-11,13:10:00,159995,159995.XSHE,"159995.XSHE:4.8917,516520.XSHG:3.1243,588080.XSHG:3.0886,516160.XSHG:2.7294,515050.XSHG:2.7089,515880.XSHG:2.3467,516510.XSHG:2.2702,159870.XSHE:2.0259,159869.XSHE:1.9589,159819.XSHE:1.9455",159995
2021-06-15,2021-06-15,13:10:00,501018,501018.XSHG,"501018.XSHG:0.7334,513100.XSHG:0.2145,513500.XSHG:0.0368,513520.XSHG:0.0179",501018
2021-06-16,2021-06-16,13:10:00,501018,501018.XSHG,"501018.XSHG:0.9950,513100.XSHG:0.3737,513030.XSHG:0.1410,513520.XSHG:0.1289,513500.XSHG:0.1105",501018
2021-06-17,2021-06-17,13:10:00,501018,501018.XSHG,"501018.XSHG:1.1951,513100.XSHG:0.4023",501018
2021-06-18,2021-06-18,13:10:00,501018,501018.XSHG,"501018.XSHG:1.2844,513100.XSHG:0.5026,513520.XSHG:0.1924,513500.XSHG:0.1401",501018
2021-06-21,2021-06-21,13:10:00,501018,501018.XSHG,"501018.XSHG:1.5227,513100.XSHG:0.5125",501018
2021-06-22,2021-06-22,13:10:00,501018,501018.XSHG,"501018.XSHG:1.6810,513100.XSHG:0.5793,513500.XSHG:0.0741,513520.XSHG:0.0326",501018
2021-06-23,2021-06-23,13:10:00,501018,501018.XSHG,"501018.XSHG:1.9565,513100.XSHG:0.7030,513500.XSHG:0.1197",501018
2021-06-24,2021-06-24,13:10:00,159851,159851.XSHE,"159851.XSHE:2.4576,588080.XSHG:2.3333,501018.XSHG:2.2426,515880.XSHG:2.0667,515030.XSHG:2.0101,516160.XSHG:1.8387,515050.XSHG:1.8184,515220.XSHG:1.6566,516520.XSHG:1.6528,515790.XSHG:1.3327",159851
2021-06-25,2021-06-25,13:10:00,501018,501018.XSHG,"501018.XSHG:2.4109,159851.XSHE:2.3952,588080.XSHG:2.2677,516160.XSHG:2.0597,515030.XSHG:1.9718,515050.XSHG:1.9027,515790.XSHG:1.8926,515220.XSHG:1.8468,515880.XSHG:1.8379,516520.XSHG:1.7156",501018
2021-06-28,2021-06-28,13:10:00,588080,588080.XSHG,"588080.XSHG:2.5730,516160.XSHG:2.5620,515790.XSHG:2.4818,501018.XSHG:2.4123,515030.XSHG:2.4022,515050.XSHG:2.1282,159851.XSHE:2.0728,516520.XSHG:1.9389,515880.XSHG:1.7248,159819.XSHE:0.9576",588080
2021-06-29,2021-06-29,13:10:00,515790,515790.XSHG,"515790.XSHG:3.3740,516160.XSHG:2.9271,588080.XSHG:2.5031,515030.XSHG:2.4806,515050.XSHG:2.0994,501018.XSHG:2.0565,516520.XSHG:1.9133,159851.XSHE:1.7603,515880.XSHG:1.4708,513100.XSHG:1.1093",515790
2021-06-30,2021-06-30,13:10:00,515790,515790.XSHG,"515790.XSHG:4.6257,516160.XSHG:3.5778,515030.XSHG:2.8911,588080.XSHG:2.7185,515050.XSHG:2.1620,516520.XSHG:2.1024,501018.XSHG:1.9258,159851.XSHE:1.4671,515880.XSHG:1.2431,513100.XSHG:1.2335",515790
2021-07-01,2021-07-01,13:10:00,516160,516160.XSHG,"516160.XSHG:3.9691,515030.XSHG:3.0710,588080.XSHG:2.7978,515050.XSHG:2.3563,516520.XSHG:2.3291,501018.XSHG:1.8201,159967.XSHE:1.5898,513100.XSHG:1.4113,159851.XSHE:1.2879,515880.XSHG:1.0622",516160
2021-07-02,2021-07-02,13:10:00,516160,516160.XSHG,"516160.XSHG:3.8479,515030.XSHG:3.0622,588080.XSHG:2.4260,516520.XSHG:2.0813,501018.XSHG:1.8692,515050.XSHG:1.8631,159967.XSHE:1.6588,513100.XSHG:1.5181,159949.XSHE:0.8476,515980.XSHG:0.7789",516160
2021-07-05,2021-07-05,13:10:00,501018,501018.XSHG,"501018.XSHG:1.7752,513100.XSHG:1.6600,513500.XSHG:0.4947",501018
2021-07-06,2021-07-06,13:10:00,501018,501018.XSHG,"501018.XSHG:1.8776,513100.XSHG:1.7355,513500.XSHG:0.5642",501018
2021-07-07,2021-07-07,13:10:00,513100,513100.XSHG,"513100.XSHG:1.8241,513500.XSHG:0.6220",513100
2021-07-08,2021-07-08,13:10:00,513100,513100.XSHG,"513100.XSHG:1.8475,513500.XSHG:0.6507",513100
2021-07-09,2021-07-09,13:10:00,513100,513100.XSHG,"513100.XSHG:1.7055,513500.XSHG:0.6193,159985.XSHE:0.0044,159980.XSHE:0.0000",513100
2021-07-12,2021-07-12,13:10:00,513100,513100.XSHG,"513100.XSHG:1.7082,513500.XSHG:0.6624,159985.XSHE:0.0233,159980.XSHE:0.0161",513100
2021-07-13,2021-07-13,13:10:00,159967,159967.XSHE,"159967.XSHE:2.7990,512400.XSHG:2.3465,516520.XSHG:2.3324,588080.XSHG:1.8780,159949.XSHE:1.6208,513100.XSHG:1.6124,159870.XSHE:1.2649,159915.XSHE:0.9440,515050.XSHG:0.9425,513500.XSHG:0.6954",159967
2021-07-14,2021-07-14,13:10:00,159967,159967.XSHE,"159967.XSHE:2.8932,516520.XSHG:1.9879,159870.XSHE:1.8984,159949.XSHE:1.7750,588080.XSHG:1.6249,513100.XSHG:1.4926,159915.XSHE:1.1050,512100.XSHG:0.8406,515050.XSHG:0.7030,513500.XSHG:0.6946",159967
2021-07-15,2021-07-15,13:10:00,159967,159967.XSHE,"159967.XSHE:2.5872,159870.XSHE:2.3734,159949.XSHE:1.6857,513100.XSHG:1.3867,516520.XSHG:1.3443,159915.XSHE:1.0855,588080.XSHG:1.0585,512100.XSHG:0.7763,513500.XSHG:0.6945,159981.XSHE:0.6836",159967
2021-07-16,2021-07-16,13:10:00,159870,159870.XSHE,"159870.XSHE:3.1374,512480.XSHG:3.0491,159995.XSHE:3.0193,159967.XSHE:2.5011,159949.XSHE:1.6613,513100.XSHG:1.2076,159915.XSHE:1.0923,516520.XSHG:1.0716,515210.XSHG:1.0681,512100.XSHG:0.8673",159870
2021-07-19,2021-07-19,13:10:00,159985,159985.XSHE,"159985.XSHE:0.6487,159980.XSHE:0.2757,518880.XSHG:0.0044",159985
2021-07-20,2021-07-20,13:10:00,159985,159985.XSHE,"159985.XSHE:0.9867,518880.XSHG:0.0490",159985
2021-07-21,2021-07-21,13:10:00,159985,159985.XSHE,159985.XSHE:1.0389,159985
2021-07-22,2021-07-22,13:10:00,159870,159870.XSHE,"159870.XSHE:3.3016,515210.XSHG:3.0352,159967.XSHE:1.3567,159981.XSHE:1.3552,159949.XSHE:1.1055,159995.XSHE:1.0633,159985.XSHE:0.9117,512100.XSHG:0.8946,512480.XSHG:0.8779,159915.XSHE:0.8109",159870
2021-07-23,2021-07-23,13:10:00,515210,515210.XSHG,"515210.XSHG:3.8492,159870.XSHE:3.1656,159981.XSHE:1.5624,159995.XSHE:1.1910,159967.XSHE:1.0869,512480.XSHG:0.9862,159949.XSHE:0.8894,512100.XSHG:0.8853,516510.XSHG:0.8329,159915.XSHE:0.6451",515210
2021-07-26,2021-07-26,13:10:00,159980,159980.XSHE,"159980.XSHE:0.4791,513100.XSHG:0.4628,513500.XSHG:0.2626",159980
2021-07-27,2021-07-27,13:10:00,159980,159980.XSHE,"159980.XSHE:0.5179,513100.XSHG:0.4822,513500.XSHG:0.2647",159980
2021-07-28,2021-07-28,13:10:00,159980,159980.XSHE,"159980.XSHE:0.5552,513100.XSHG:0.4142,513500.XSHG:0.2627,518880.XSHG:0.1131",159980
2021-07-29,2021-07-29,13:10:00,159980,159980.XSHE,"159980.XSHE:0.5686,513100.XSHG:0.3832,513500.XSHG:0.2478,518880.XSHG:0.1174",159980
2021-07-30,2021-07-30,13:10:00,159980,159980.XSHE,"159980.XSHE:0.6649,513500.XSHG:0.2117,518880.XSHG:0.1257,159985.XSHE:0.0080",159980
2021-08-02,2021-08-02,13:10:00,159980,159980.XSHE,"159980.XSHE:0.7361,513100.XSHG:0.2208,513500.XSHG:0.2084,159985.XSHE:0.0030",159980
2021-08-03,2021-08-03,13:10:00,512670,512670.XSHG,"512670.XSHG:3.4016,512710.XSHG:2.7082,512660.XSHG:2.2068,159981.XSHE:0.9742,159980.XSHE:0.6842,159870.XSHE:0.4762,511380.XSHG:0.2001,513500.XSHG:0.1818,513100.XSHG:0.1762",512670
2021-08-04,2021-08-04,13:10:00,512670,512670.XSHG,"512670.XSHG:3.9587,512710.XSHG:2.9711,512660.XSHG:2.6188,159981.XSHE:0.6486,159980.XSHE:0.5388,159870.XSHE:0.4708,511380.XSHG:0.1863,513100.XSHG:0.1690,513500.XSHG:0.1664",512670
2021-08-05,2021-08-05,13:10:00,512710,512710.XSHG,"512710.XSHG:4.1732,512660.XSHG:3.8679,159870.XSHE:0.4830,515050.XSHG:0.4196,159981.XSHE:0.3982,159980.XSHE:0.3897,512100.XSHG:0.2816,511380.XSHG:0.2125,513100.XSHG:0.1623,513500.XSHG:0.1443",512710
2021-08-06,2021-08-06,13:10:00,512710,512710.XSHG,"512710.XSHG:4.5563,512660.XSHG:4.3880,159995.XSHE:3.1154,512400.XSHG:2.6613,516160.XSHG:2.3439,512480.XSHG:1.4649,159755.XSHE:1.1037,515030.XSHG:0.9382,515210.XSHG:0.9149,515050.XSHG:0.5369",512710
2021-08-09,2021-08-09,13:10:00,512660,512660.XSHG,"512660.XSHG:4.8606,512710.XSHG:4.7786,512400.XSHG:1.7686,515210.XSHG:0.7571,515050.XSHG:0.5742,515220.XSHG:0.5459,159870.XSHE:0.3133,512100.XSHG:0.2756,159980.XSHE:0.2176,511380.XSHG:0.1779",512660
2021-08-10,2021-08-10,13:10:00,159995,159995.XSHE,"159995.XSHE:1.8072,512400.XSHG:1.2892,515220.XSHG:0.7285,515210.XSHG:0.6810,515050.XSHG:0.6524,515880.XSHG:0.4227,512100.XSHG:0.3305,511380.XSHG:0.1657,159980.XSHE:0.1635,513500.XSHG:0.1595",159995
2021-08-11,2021-08-11,13:10:00,159995,159995.XSHE,"159995.XSHE:1.3505,515220.XSHG:1.0854,512400.XSHG:1.0348,515050.XSHG:0.6127,515210.XSHG:0.6054,515880.XSHG:0.4686,512100.XSHG:0.3701,513500.XSHG:0.1861,511380.XSHG:0.1766,159980.XSHE:0.1579",159995
2021-08-12,2021-08-12,13:10:00,515220,515220.XSHG,"515220.XSHG:1.6159,159995.XSHE:1.1035,516160.XSHG:1.0275,512400.XSHG:0.8689,515210.XSHG:0.7714,515050.XSHG:0.6013,515880.XSHG:0.5246,512100.XSHG:0.4549,513500.XSHG:0.2057,511380.XSHG:0.1881",515220
2021-08-13,2021-08-13,13:10:00,515220,515220.XSHG,"515220.XSHG:1.9878,516160.XSHG:0.9664,512400.XSHG:0.8819,515210.XSHG:0.8333,512100.XSHG:0.5492,515880.XSHG:0.5062,515050.XSHG:0.4766,513500.XSHG:0.2112,511380.XSHG:0.2000,159980.XSHE:0.1341",515220
2021-08-16,2021-08-16,13:10:00,513500,513500.XSHG,"513500.XSHG:0.2317,513100.XSHG:0.1254,159980.XSHE:0.1112,513030.XSHG:0.0512",513500
2021-08-17,2021-08-17,13:10:00,513500,513500.XSHG,"513500.XSHG:0.2637,513100.XSHG:0.1301,159980.XSHE:0.1035,513030.XSHG:0.0889",513500
2021-08-18,2021-08-18,13:10:00,513500,513500.XSHG,"513500.XSHG:0.2619,159980.XSHE:0.0641,159985.XSHE:0.0006",513500
2021-08-19,2021-08-19,13:10:00,511880,511880.XSHG,,
2021-08-20,2021-08-20,13:10:00,511880,511880.XSHG,,
2021-08-23,2021-08-23,13:10:00,513500,513500.XSHG,"513500.XSHG:0.1303,513030.XSHG:0.1297,513100.XSHG:0.0288",513500
2021-08-24,2021-08-24,13:10:00,513500,513500.XSHG,"513500.XSHG:0.1488,513030.XSHG:0.1386,513100.XSHG:0.0497",513500
2021-08-25,2021-08-25,13:10:00,515220,515220.XSHG,"515220.XSHG:2.8228,512660.XSHG:2.2872,512710.XSHG:1.3103,515210.XSHG:1.1273,512880.XSHG:0.7526,516150.XSHG:0.5291,512100.XSHG:0.4710,511380.XSHG:0.1448,513500.XSHG:0.1444,513030.XSHG:0.1064",515220
2021-08-26,2021-08-26,13:10:00,515220,515220.XSHG,"515220.XSHG:4.3288,512660.XSHG:2.1522,515210.XSHG:1.6660,512710.XSHG:1.3188,512880.XSHG:0.9726,516150.XSHG:0.8035,515790.XSHG:0.7514,512100.XSHG:0.5853,510880.XSHG:0.5120,512200.XSHG:0.4915",515220
2021-08-27,2021-08-27,13:10:00,513500,513500.XSHG,"513500.XSHG:0.1356,513100.XSHG:0.0943",513500
2021-08-30,2021-08-30,13:10:00,513500,513500.XSHG,"513500.XSHG:0.1585,513100.XSHG:0.1412",513500
2021-08-31,2021-08-31,13:10:00,516150,516150.XSHG,"516150.XSHG:2.4290,512400.XSHG:2.2635,515790.XSHG:2.2473,510880.XSHG:1.7747,512670.XSHG:1.7579,512660.XSHG:1.5002,512890.XSHG:1.4826,159766.XSHE:1.0206,512880.XSHG:0.8836,512710.XSHG:0.8529",516150
2021-09-01,2021-09-01,13:10:00,513100,513100.XSHG,"513100.XSHG:0.3648,513500.XSHG:0.2370,513520.XSHG:0.0009",513100
2021-09-02,2021-09-02,13:10:00,513100,513100.XSHG,"513100.XSHG:0.4350,513500.XSHG:0.2614,513520.XSHG:0.0166,518880.XSHG:0.0062,159980.XSHE:0.0002",513100
2021-09-03,2021-09-03,13:10:00,513100,513100.XSHG,"513100.XSHG:0.5015,513500.XSHG:0.2844,513520.XSHG:0.0777,518880.XSHG:0.0228,159980.XSHE:0.0074",513100
2021-09-06,2021-09-06,13:10:00,513100,513100.XSHG,"513100.XSHG:0.4978,513500.XSHG:0.2660,513520.XSHG:0.1726,518880.XSHG:0.0749,159980.XSHE:0.0262",513100
2021-09-07,2021-09-07,13:10:00,510880,510880.XSHG,"510880.XSHG:4.3330,159766.XSHE:3.1284,512890.XSHG:3.0330,512880.XSHG:1.9664,513090.XSHG:0.9887,510500.XSHG:0.7950,512200.XSHG:0.7535,159981.XSHE:0.6615,512070.XSHG:0.5793,511380.XSHG:0.5604",510880
2021-09-08,2021-09-08,13:10:00,510880,510880.XSHG,"510880.XSHG:4.9991,516150.XSHG:3.9937,512890.XSHG:3.4511,159766.XSHE:3.3776,512880.XSHG:2.6467,512400.XSHG:2.2236,513090.XSHG:1.3061,510500.XSHG:0.9263,512070.XSHG:0.8660,512200.XSHG:0.7681",510880
2021-09-09,2021-09-09,13:10:00,512890,512890.XSHG,"512890.XSHG:4.1573,516150.XSHG:4.1502,159766.XSHE:3.5324,512880.XSHG:2.7782,512400.XSHG:2.2114,513090.XSHG:1.3960,159981.XSHE:1.1743,510500.XSHG:1.1248,512070.XSHG:0.9213,513520.XSHG:0.8097",512890
2021-09-10,2021-09-10,13:10:00,516150,516150.XSHG,"516150.XSHG:4.9820,512890.XSHG:4.8250,159766.XSHE:3.8612,512880.XSHG:3.2298,512400.XSHG:2.7499,513090.XSHG:1.7348,510500.XSHG:1.3325,159981.XSHE:1.2251,513520.XSHG:1.0993,512980.XSHG:0.9874",516150
