date,value_ths,positions_ths,positions_raw_ths,value_jq,positions_jq,positions_raw_jq,same_position_symbol
2023-04-26,4450375.83,['513030'],513030.SH:3701100:4441320.00,4719977.18,['513030'],513030.XSHG:3925400:4710480.00,True
2023-04-27,4441597.97,"['161226', '513030']",161226.SZ:1407300:1059696.90|513030.SH:2822900:3381834.20,4707117.61,"['513030', '161226']",513030.XSHG:412600:494294.80|161226.XSHE:5595200:4213185.60,True
2023-04-28,4471050.71,['513030'],513030.SH:3693700:4461989.60,4716635.83,['513030'],513030.XSHG:3897000:4707576.00,True
2023-05-04,4417813.65,"['161226', '513030']",161226.SZ:4584900:3525788.10|513030.SH:742000:887432.00,4652577.79,['161226'],161226.XSHE:6038600:4643683.40,False
2023-05-05,4466887.09,['161226'],161226.SZ:5715300:4457934.00,4718996.69,['161226'],161226.XSHE:6037900:4709562.00,True
2023-05-08,4415449.39,['161226'],161226.SZ:5715300:4406496.30,4664650.49,['161226'],161226.XSHE:6038000:4655298.00,True
2023-05-09,4386872.89,['161226'],161226.SZ:5715300:4377919.80,4634460.49,['161226'],161226.XSHE:6038000:4625108.00,True
2023-05-10,4409729.38,['161226'],161226.SZ:5715400:4400858.00,4658612.49,['161226'],161226.XSHE:6038000:4649260.00,True
2023-05-11,4368304.53,"['161226', '513520']",161226.SZ:1786100:1355649.90|513520.SH:1059600:1210063.20,4639755.73,['513520'],513520.XSHG:4055100:4630924.20,False
2023-05-12,4366457.01,['513520'],513520.SH:3635600:4250016.40,4749232.43,['513520'],513520.XSHG:4054600:4739827.40,True
2023-05-15,4363082.18,['513520'],513520.SH:3727900:4354187.20,4745172.53,['513520'],513520.XSHG:4054500:4735656.00,True
2023-05-16,4370537.98,['513520'],513520.SH:3727900:4361643.00,4753281.53,['513520'],513520.XSHG:4054500:4743765.00,True
2023-05-17,4530837.68,['513520'],513520.SH:3727900:4521942.70,4927616.43,['513520'],513520.XSHG:4054200:4917744.60,True
2023-05-18,4817874.96,['513520'],513520.SH:3727500:4808475.00,5239778.43,['513520'],513520.XSHG:4053800:5229402.00,True
2023-05-19,5212971.72,['513520'],513520.SH:3726900:5202752.40,5669463.63,['513520'],513520.XSHG:4053200:5658267.20,True
2023-05-22,4852534.52,['513100'],513100.SH:4926500:4847676.00,5283354.98,['513100'],513100.XSHG:5359000:5273256.00,True
2023-05-23,4891951.08,['513100'],513100.SH:4921600:4882227.20,5326223.18,['513100'],513100.XSHG:5358400:5315532.80,True
2023-05-24,4818127.08,['513100'],513100.SH:4921600:4808403.20,5245841.88,['513100'],513100.XSHG:5358500:5235254.50,True
2023-05-25,4896872.68,['513100'],513100.SH:4921600:4887148.80,5331572.38,['513100'],513100.XSHG:5358400:5320891.20,True
2023-05-26,4911637.48,['513100'],513100.SH:4921600:4901913.60,5347642.48,['513100'],513100.XSHG:5358300:5336866.80,True
2023-05-29,5088809.26,['513100'],513100.SH:4921200:5078678.40,5540535.68,['513100'],513100.XSHG:5358000:5529456.00,True
2023-05-30,5103572.86,['513100'],513100.SH:4921200:5093442.00,5556604.58,['513100'],513100.XSHG:5357900:5545426.50,True
2023-05-31,5083888.06,['513100'],513100.SH:4921200:5073757.20,5535172.98,['513100'],513100.XSHG:5357900:5523994.90,True
2023-06-01,5078966.86,['513100'],513100.SH:4921200:5068836.00,5529810.28,['513100'],513100.XSHG:5358000:5518740.00,True
2023-06-02,5142937.35,['513100'],513100.SH:4921100:5132707.30,5599459.08,['513100'],513100.XSHG:5357800:5588185.40,True
2023-06-05,5167542.85,['513100'],513100.SH:4921100:5157312.80,5626248.08,['513100'],513100.XSHG:5357800:5614974.40,True
2023-06-06,5172459.15,['513100'],513100.SH:4921000:5162129.00,5631600.98,['513100'],513100.XSHG:5357700:5620227.30,True
2023-06-07,5187222.15,['513100'],513100.SH:4921000:5176892.00,5647674.08,['513100'],513100.XSHG:5357700:5636300.40,True
2023-06-08,5078825.34,['513500'],513500.SH:3534500:5064938.50,5531708.69,['513500'],513500.XSHG:3852800:5521062.40,True
2023-06-09,5109106.51,['513100'],513100.SH:4869900:5098785.30,5569124.88,['513100'],513100.XSHG:5309000:5558523.00,True
2023-06-12,5167545.31,['513100'],513100.SH:4869900:5157224.10,5632826.08,['513100'],513100.XSHG:5308400:5621595.60,True
2023-06-13,5313072.19,['515880'],515880.SH:4440900:5302434.60,5792039.49,['515880'],515880.XSHG:4841800:5781109.20,True
2023-06-14,5424089.28,['515880'],515880.SH:4440800:5413335.20,5913075.99,['515880'],515880.XSHG:4841100:5901300.90,True
2023-06-15,5449402.52,['516510'],516510.SH:4364600:5433927.00,5946142.89,['516510'],516510.XSHG:4766900:5934790.50,True
2023-06-16,5693839.71,['516510'],516510.SH:4367700:5682377.70,6213077.89,['516510'],516510.XSHG:4766100:6200696.10,True
2023-06-19,5884098.96,['515050'],515050.SH:5319200:5872396.80,6416532.45,['515050'],515050.XSHG:5801100:6404414.40,True
2023-06-20,5888798.2,['516190'],516190.SH:549800:718588.60,6401608.48,['516190'],516190.XSHG:2199400:2874615.80,True
2023-06-21,5770417.15,['159852'],159852.SZ:5297800:5758708.60,6164058.4,['159852'],159852.XSHE:5659700:6152093.90,True
2023-06-26,5504615.36,['516520'],516520.SH:3230400:3081801.60,5840082.21,['516520'],516520.XSHG:6109800:5828749.20,True
2023-06-27,5517512.04,"['159985', '516520']",159985.SZ:2225100:4227690.00|516520.SH:1345300:1287452.10,5857242.29,['159985'],159985.XSHE:3076900:5846110.00,False
2023-06-28,5462584.06,['159985'],159985.SZ:2880200:5452218.60,5835699.29,['159985'],159985.XSHE:3076600:5824003.80,True
2023-06-29,5448176.64,['159985'],159985.SZ:2880000:5437440.00,5820316.29,['159985'],159985.XSHE:3076600:5808620.80,True
2023-06-30,5485611.03,['159985'],159985.SZ:2879900:5474689.90,5860312.09,['159985'],159985.XSHE:3076600:5848616.60,True
2023-07-03,5920463.7,['159985'],159985.SZ:2879600:5908939.20,6324863.69,['159985'],159985.XSHE:3076100:6312157.20,True
2023-07-04,5761546.39,['515880'],515880.SH:4402700:5749926.20,6155713.85,['515880'],515880.XSHG:4704400:6143946.40,True
2023-07-05,5698740.64,['159985'],159985.SZ:2818200:5689945.80,6096948.91,['159985'],159985.XSHE:3014000:6085266.00,True
2023-07-06,5693090.72,['159985'],159985.SZ:2817000:5681889.00,6090913.81,['159985'],159985.XSHE:3013700:6078632.90,True
2023-07-07,5662103.72,['159985'],159985.SZ:2817000:5650902.00,6057763.11,['159985'],159985.XSHE:3013700:6045482.20,True
2023-07-10,5667737.72,['159985'],159985.SZ:2817000:5656536.00,6063787.51,['159985'],159985.XSHE:3013800:6051710.40,True
2023-07-11,5693086.51,['159985'],159985.SZ:2816900:5681687.30,6090907.61,['159985'],159985.XSHE:3013700:6078632.90,True
2023-07-12,5786044.21,['159985'],159985.SZ:2816900:5774645.00,6190355.01,['159985'],159985.XSHE:3013600:6177880.00,True
2023-07-13,5743790.71,['159985'],159985.SZ:2816900:5732391.50,6145146.51,['159985'],159985.XSHE:3013700:6132879.50,True
2023-07-14,5746604.6,['159985'],159985.SZ:2816800:5735004.80,6148157.21,['159985'],159985.XSHE:3013600:6135689.60,True
2023-07-17,5802940.6,['159985'],159985.SZ:2816800:5791340.80,6208429.21,['159985'],159985.XSHE:3013600:6195961.60,True
2023-07-18,5811391.0,['159985'],159985.SZ:2816800:5799791.20,6217466.51,['159985'],159985.XSHE:3013500:6204796.50,True
2023-07-19,5943774.59,['159985'],159985.SZ:2816700:5931970.20,6359101.01,['159985'],159985.XSHE:3013500:6346431.00,True
2023-07-20,5986025.09,['159985'],159985.SZ:2816700:5974220.70,6404297.61,['159985'],159985.XSHE:3013400:6391421.40,True
2023-07-21,5935324.49,['159985'],159985.SZ:2816700:5923520.10,6350056.41,['159985'],159985.XSHE:3013400:6337180.20,True
2023-07-24,5946591.29,['159985'],159985.SZ:2816700:5934786.90,6362110.01,['159985'],159985.XSHE:3013400:6349233.80,True
2023-07-25,6056437.88,['159985'],159985.SZ:2816600:6044423.60,6479627.81,['159985'],159985.XSHE:3013300:6466541.80,True
2023-07-26,6098686.88,['159985'],159985.SZ:2816600:6086672.60,6524827.31,['159985'],159985.XSHE:3013300:6511741.30,True
2023-07-27,6169097.66,['159985'],159985.SZ:2816500:6156869.00,6600155.71,['159985'],159985.XSHE:3013200:6586855.20,True
2023-07-28,6098685.16,['159985'],159985.SZ:2816500:6086456.50,6524825.71,['159985'],159985.XSHE:3013200:6511525.20,True
2023-07-31,6070520.16,['159985'],159985.SZ:2816500:6058291.50,6494690.11,['159985'],159985.XSHE:3013300:6481608.30,True
2023-08-01,6109987.31,['501018'],501018.SH:1338900:1669608.30,6537791.72,['501018'],501018.XSHG:5232800:6525301.60,True
2023-08-02,6130666.69,"['501018', '512880']",501018.SH:128100:161149.80|512880.SH:5863900:5969450.20,6604982.32,"['501018', '512880']",501018.XSHG:389600:490116.80|512880.XSHG:6007300:6115431.40,True
2023-08-03,6264966.53,['512200'],512200.SH:8720300:6261175.40,6748087.87,['512200'],512200.XSHG:9380800:6735414.40,True
2023-08-04,6077846.92,['513090'],513090.SH:4903300:6065382.10,6547299.68,['513090'],513090.XSHG:5282600:6534576.20,True
2023-08-07,6009195.31,['513090'],513090.SH:4903500:5996980.50,6473339.18,['513090'],513090.XSHG:5282300:6460252.90,True
2023-08-08,6028809.31,['513090'],513090.SH:4903500:6016594.50,6494464.68,['513090'],513090.XSHG:5282200:6481259.40,True
2023-08-09,5989581.31,['513090'],513090.SH:4903500:5977366.50,6452201.28,['513090'],513090.XSHG:5282400:6439245.60,True
2023-08-10,6001896.71,['501018'],501018.SH:1254500:1610778.00,6461739.96,['501018'],501018.XSHG:5018181:6443344.40,True
2023-08-11,5992717.36,['501018'],501018.SH:2421500:3087412.50,6416579.93,['501018'],501018.XSHG:5022481:6403663.27,True
2023-08-14,5994449.12,['501018'],501018.SH:3396200:4336947.40,6426624.89,['501018'],501018.XSHG:5022481:6413708.24,True
2023-08-15,5998724.11,['501018'],501018.SH:3882100:4961323.80,6431647.37,['501018'],501018.XSHG:5022481:6418730.72,True
2023-08-16,5901254.72,"['159985', '501018']",159985.SZ:1000000:2234000.00|501018.SH:2933700:3667125.00,6324038.2,"['501018', '159985']",501018.XSHG:1228625:1535781.25|159985.XSHE:2143500:4788579.00,True
2023-08-17,5894503.24,"['159985', '501018']",159985.SZ:2159500:4902065.00|501018.SH:800900:992315.10,6382472.68,['159985'],159985.XSHE:2806100:6369847.00,False
2023-08-18,5956330.28,['159985'],159985.SZ:2588900:5944114.40,6455426.48,['159985'],159985.XSHE:2805900:6442346.40,True
2023-08-21,6078008.58,['159985'],159985.SZ:2588900:6065792.70,6587299.18,['159985'],159985.XSHE:2805800:6573989.40,True
2023-08-22,5894196.68,['159985'],159985.SZ:2588900:5881980.80,6388080.98,['159985'],159985.XSHE:2805900:6375004.80,True
2023-08-23,5962548.81,['511880'],511880.SH:58600:5932136.60,6462486.65,['511880'],511880.XSHG:63700:6448414.70,True
2023-08-24,5962900.41,['511880'],511880.SH:58600:5932488.20,6462868.85,['511880'],511880.XSHG:63700:6448796.90,True
2023-08-25,5964313.51,['159985'],159985.SZ:2551300:5954734.20,6467492.57,['159985'],159985.XSHE:2765700:6455143.80,True
2023-08-28,6023014.29,['159985'],159985.SZ:2550300:6011057.10,6531108.67,['159985'],159985.XSHE:2765300:6517812.10,True
2023-08-29,6061268.79,['159985'],159985.SZ:2550300:6049311.60,6572588.17,['159985'],159985.XSHE:2765300:6559291.60,True
2023-08-30,6048517.29,['159985'],159985.SZ:2550300:6036560.10,6558761.67,['159985'],159985.XSHE:2765300:6545465.10,True
2023-08-31,6061268.79,['159985'],159985.SZ:2550300:6049311.60,6572588.17,['159985'],159985.XSHE:2765300:6559291.60,True
2023-09-01,5997511.29,['159985'],159985.SZ:2550300:5985554.10,6503450.47,['159985'],159985.XSHE:2765400:6490393.80,True
2023-09-04,5887848.39,['159985'],159985.SZ:2550300:5875891.20,6384532.37,['159985'],159985.XSHE:2765500:6371712.00,True
2023-09-05,5951605.89,['159985'],159985.SZ:2550300:5939648.70,6453665.17,['159985'],159985.XSHE:2765400:6440616.60,True
2023-09-06,6043416.69,['159985'],159985.SZ:2550300:6031459.50,6553214.47,['159985'],159985.XSHE:2765300:6539934.50,True
2023-09-07,6051067.59,['159985'],159985.SZ:2550300:6039110.40,6561510.37,['159985'],159985.XSHE:2765300:6548230.40,True
2023-09-08,5933066.55,['501018'],501018.SH:914000:1226588.00,6449583.21,['501018'],501018.XSHG:3656209:4906632.48,True
2023-09-11,5918497.82,['159985'],159985.SZ:2516600:5906460.20,6431118.95,['159985'],159985.XSHE:2734900:6418810.30,True
2023-09-12,5872201.38,['501018'],501018.SH:830500:1114531.00,6366340.83,['501018'],501018.XSHG:3322393:4458651.41,True
2023-09-13,5901973.34,['501018'],501018.SH:2016600:2764758.60,6470829.35,['501018'],501018.XSHG:4710493:6458085.90,True
2023-09-14,5913642.41,['501018'],501018.SH:3497500:4805565.00,6484955.43,['501018'],501018.XSHG:4710393:6472079.98,True
2023-09-15,6005980.64,['501018'],501018.SH:4281300:5993820.00,6607420.25,['501018'],501018.XSHG:4710193:6594270.20,True
2023-09-18,6001699.34,['501018'],501018.SH:4281300:5989538.70,6602710.06,['501018'],501018.XSHG:4710193:6589560.01,True
2023-09-19,5997418.04,['501018'],501018.SH:4281300:5985257.40,6597999.86,['501018'],501018.XSHG:4710193:6584849.81,True
2023-09-20,5856906.02,"['501018', '518880']",501018.SH:1435000:1954470.00|518880.SH:849400:3902143.60,6452996.44,['518880'],518880.XSHG:1401900:6440328.60,False
2023-09-21,5824862.93,"['501018', '518880']",501018.SH:4200:5665.80|518880.SH:1269300:5813394.00,6433365.64,['518880'],518880.XSHG:1401800:6420244.00,False
2023-09-22,5782771.16,['501018'],501018.SH:2046000:2803020.00,6382138.36,['501018'],501018.XSHG:4649600:6369952.00,True
2023-09-25,5776607.89,"['501018', '518880']",501018.SH:1036200:1416485.40|518880.SH:951500:4358821.50,6361420.44,"['501018', '518880']",501018.XSHG:610371:834377.16|518880.XSHG:1206600:5527434.60,True
2023-09-26,5746529.6,['518880'],518880.SH:1252600:5734402.80,6341851.18,['518880'],518880.XSHG:1382500:6329085.00,True
2023-09-27,5723732.83,['511880'],511880.SH:56200:5697387.40,6317010.44,['511880'],511880.XSHG:62100:6295511.70,True
2023-09-28,5735876.25,['501018'],501018.SH:2407400:3401656.20,6342123.62,['501018'],501018.XSHG:4479900:6330098.70,True
2023-10-09,5518828.93,['511880'],511880.SH:54100:5489364.70,5938506.63,['511880'],511880.XSHG:58400:5925672.80,True
2023-10-10,5519856.83,['511880'],511880.SH:54100:5490392.60,5939616.23,['511880'],511880.XSHG:58400:5926782.40,True
2023-10-11,5519099.43,['511880'],511880.SH:54100:5489635.20,5938798.63,['511880'],511880.XSHG:58400:5925964.80,True
2023-10-12,5519153.53,['511880'],511880.SH:54100:5489689.30,5938857.03,['511880'],511880.XSHG:58400:5926023.20,True
2023-10-13,5543476.93,['515120'],515120.SH:8459300:5532382.20,5965334.13,['515120'],515120.XSHG:9104000:5954016.00,True
2023-10-16,5474111.61,['511880'],511880.SH:53700:5450066.70,5890980.56,['511880'],511880.XSHG:57800:5866179.80,True
2023-10-17,5474433.81,['511880'],511880.SH:53700:5450388.90,5891321.96,['511880'],511880.XSHG:57900:5876676.30,True
2023-10-18,5475561.51,['511880'],511880.SH:53700:5451516.60,5892537.86,['511880'],511880.XSHG:57900:5877892.20,True
2023-10-19,5476152.21,['511880'],511880.SH:53700:5452107.30,5893174.76,['511880'],511880.XSHG:57900:5878529.10,True
2023-10-20,5475991.11,['511880'],511880.SH:53700:5451946.20,5893001.06,['511880'],511880.XSHG:57900:5878355.40,True
2023-10-23,5476152.21,['511880'],511880.SH:53700:5452107.30,5893174.76,['511880'],511880.XSHG:57900:5878529.10,True
2023-10-24,5476152.21,['511880'],511880.SH:53700:5452107.30,5893174.76,['511880'],511880.XSHG:57900:5878529.10,True
2023-10-25,5475507.81,['511880'],511880.SH:53700:5451462.90,5892479.96,['511880'],511880.XSHG:57900:5877834.30,True
2023-10-26,5475454.11,['511880'],511880.SH:53700:5451409.20,5892422.06,['511880'],511880.XSHG:57900:5877776.40,True
2023-10-27,5476205.91,['511880'],511880.SH:53700:5452161.00,5893232.66,['511880'],511880.XSHG:57900:5878587.00,True
2023-10-30,5476635.51,['511880'],511880.SH:53700:5452590.60,5893695.86,['511880'],511880.XSHG:57900:5879050.20,True
2023-10-31,5472436.14,['561980'],561980.SH:3379100:3591983.30,5887281.46,['561980'],561980.XSHG:5527800:5876051.40,True
2023-11-01,5436438.65,['561980'],561980.SH:5147500:5425465.00,5837527.76,['561980'],561980.XSHG:5527300:5825774.20,True
2023-11-02,5342519.58,"['513120', '561980']",513120.SH:3754800:3300469.20|561980.SH:1967400:2038226.40,5735513.21,['513120'],513120.XSHG:6512500:5724487.50,False
2023-11-03,5428397.13,"['513120', '561980']",513120.SH:5867300:5239498.90|561980.SH:178200:188892.00,5826680.41,['513120'],513120.XSHG:6511800:5815037.40,False
2023-11-06,5677221.01,['513120'],513120.SH:6059400:5665539.00,6100173.81,['513120'],513120.XSHG:6511100:6087878.50,True
2023-11-07,5586322.6,['513120'],513120.SH:6059700:5574924.00,6002500.71,['513120'],513120.XSHG:6511300:5990396.00,True
2023-11-08,5628740.5,['513120'],513120.SH:6059700:5617341.90,6048076.81,['513120'],513120.XSHG:6511100:6035789.70,True
2023-11-09,5568138.39,['513120'],513120.SH:6059800:5556836.60,5982960.51,['513120'],513120.XSHG:6511400:5970953.80,True
2023-11-10,5471176.38,['513120'],513120.SH:6060000:5460060.00,5878772.91,['513120'],513120.XSHG:6511600:5866951.60,True
2023-11-13,5416632.18,['513120'],513120.SH:6060200:5405698.40,5820164.31,['513120'],513120.XSHG:6511800:5808525.60,True
2023-11-14,5438077.02,['159892'],159892.SZ:8796100:5435989.80,5853248.66,['159892'],159892.XSHE:9453400:5842201.20,True
2023-11-15,5499615.88,['159892'],159892.SZ:8781900:5488687.50,5919413.86,['159892'],159892.XSHE:9452200:5907625.00,True
2023-11-16,5367882.57,['159892'],159892.SZ:8782100:5357081.00,5777626.26,['159892'],159892.XSHE:9452600:5766086.00,True
2023-11-17,5370736.16,['513310'],513310.SH:4319000:5359879.00,5790717.34,['513310'],513310.XSHG:4657200:5779585.20,True
2023-11-20,5336184.16,['513310'],513310.SH:4319000:5325327.00,5753456.34,['513310'],513310.XSHG:4656800:5741834.40,True
2023-11-21,5351069.92,['159509'],159509.SZ:5105400:5340248.40,5774733.04,['159509'],159509.XSHE:5510200:5763669.20,True
2023-11-22,5289800.31,['159509'],159509.SZ:5105500:5279087.00,5708605.24,['159509'],159509.XSHE:5509800:5697133.20,True
2023-11-23,5310222.31,['159509'],159509.SZ:5105500:5299509.00,5730639.54,['159509'],159509.XSHE:5509700:5719068.60,True
2023-11-24,5294905.81,['159509'],159509.SZ:5105500:5284192.50,5714105.34,['159509'],159509.XSHE:5509800:5702643.00,True
2023-11-27,5237354.7,['513030'],513030.SH:1597100:1958044.60,5660685.68,['513030'],513030.XSHG:4608400:5649898.40,True
2023-11-28,5219537.81,['513030'],513030.SH:3682100:4488479.90,5628423.38,['513030'],513030.XSHG:4607900:5617030.10,True
2023-11-29,5249474.15,['513030'],513030.SH:4269700:5238921.90,5665286.58,['513030'],513030.XSHG:4607900:5653893.30,True
2023-11-30,5322059.05,['513030'],513030.SH:4269700:5311506.80,5743615.28,['513030'],513030.XSHG:4607800:5732103.20,True
2023-12-01,5304980.25,['513030'],513030.SH:4269700:5294428.00,5725184.08,['513030'],513030.XSHG:4607800:5713672.00,True
2023-12-04,5330598.45,['513030'],513030.SH:4269700:5320046.20,5752825.98,['513030'],513030.XSHG:4607700:5741194.20,True
2023-12-05,5292171.15,['513030'],513030.SH:4269700:5281618.90,5711351.28,['513030'],513030.XSHG:4607800:5699848.60,True
2023-12-06,5369020.74,['513030'],513030.SH:4269600:5358348.00,5794286.68,['513030'],513030.XSHG:4607700:5782663.50,True
2023-12-07,5356211.94,['513030'],513030.SH:4269600:5345539.20,5780463.58,['513030'],513030.XSHG:4607700:5768840.40,True
2023-12-08,5386099.14,['513030'],513030.SH:4269600:5375426.40,5812717.48,['513030'],513030.XSHG:4607700:5801094.30,True
2023-12-11,5454407.43,['513030'],513030.SH:4269500:5443612.50,5886435.28,['513030'],513030.XSHG:4607600:5874690.00,True
2023-12-12,5441598.93,['513030'],513030.SH:4269500:5430804.00,5872607.88,['513030'],513030.XSHG:4607500:5860740.00,True
2023-12-13,5450137.93,['513030'],513030.SH:4269500:5439343.00,5881822.88,['513030'],513030.XSHG:4607500:5869955.00,True
2023-12-14,5526983.53,['513030'],513030.SH:4269400:5516064.80,5964752.48,['513030'],513030.XSHG:4607400:5952760.80,True
2023-12-15,5477705.83,['513290'],513290.SH:4942700:5461683.50,5906826.6,['513290'],513290.XSHG:5335300:5895506.50,True
2023-12-18,5502445.58,['513290'],513290.SH:4947200:5491392.00,5933494.6,['513290'],513290.XSHG:5334800:5921628.00,True
2023-12-19,5418343.18,['513290'],513290.SH:4947200:5407289.60,5842797.8,['513290'],513290.XSHG:5334900:5831045.70,True
2023-12-20,5512339.98,['513290'],513290.SH:4947200:5501286.40,5944155.5,['513290'],513290.XSHG:5334700:5932186.40,True
2023-12-21,5293844.27,['513520'],513520.SH:4057600:5282995.20,5709108.76,['513520'],513520.XSHG:4376400:5698072.80,True
2023-12-22,5313367.82,['513290'],513290.SH:4882700:5302612.20,5730738.24,['513290'],513290.XSHG:5266900:5719853.40,True
2023-12-25,5494023.91,['513290'],513290.SH:4882500:5483047.50,5925614.54,['513290'],513290.XSHG:5265900:5913605.70,True
2023-12-26,5503788.91,['513290'],513290.SH:4882500:5492812.50,5936141.14,['513290'],513290.XSHG:5266000:5924250.00,True
2023-12-27,5577021.2,['513290'],513290.SH:4882400:5565936.00,6015125.84,['513290'],513290.XSHG:5265900:6003126.00,True
2023-12-28,5606310.3,['513290'],513290.SH:4882300:5595115.80,6046716.14,['513290'],513290.XSHG:5265800:6034606.80,True
2023-12-29,5581898.8,['513290'],513290.SH:4882300:5570704.30,6020387.14,['513290'],513290.XSHG:5265800:6008277.80,True
2024-01-02,5562369.6,['513290'],513290.SH:4882300:5551175.10,5999319.04,['513290'],513290.XSHG:5265900:5987328.30,True
2024-01-03,5689304.29,['513290'],513290.SH:4882200:5677998.60,6136226.84,['513290'],513290.XSHG:5265600:6123892.80,True
2024-01-04,5630717.89,['513290'],513290.SH:4882200:5619412.20,6073035.84,['513290'],513290.XSHG:5265800:6060935.80,True
2024-01-05,5650246.69,['513290'],513290.SH:4882200:5638941.00,6094094.84,['513290'],513290.XSHG:5265600:6081768.00,True
2024-01-08,5655128.89,['513290'],513290.SH:4882200:5643823.20,6099355.84,['513290'],513290.XSHG:5265700:6087149.20,True
2024-01-09,5811354.48,['513290'],513290.SH:4882000:5799816.00,6267853.24,['513290'],513290.XSHG:5265400:6255295.20,True
2024-01-10,5782062.48,['513290'],513290.SH:4882000:5770524.00,6236260.84,['513290'],513290.XSHG:5265400:6223702.80,True
2024-01-11,5782062.48,['513290'],513290.SH:4882000:5770524.00,6236260.84,['513290'],513290.XSHG:5265400:6223702.80,True
2024-01-12,5689304.48,['513290'],513290.SH:4882000:5677766.00,6136212.64,['513290'],513290.XSHG:5265600:6123892.80,True
2024-01-15,5821960.69,['513520'],513520.SH:3812600:5810402.40,6279926.82,['513520'],513520.XSHG:4112900:6268059.60,True
2024-01-16,5574252.45,['513520'],513520.SH:3812000:5561708.00,6012793.42,['513520'],513520.XSHG:4111800:5999116.20,True
2024-01-17,5746294.33,['513500'],513500.SH:3564000:5734476.00,6203067.12,['513500'],513500.XSHG:3847800:6191110.20,True
2024-01-18,5771982.24,['159509'],159509.SZ:5161700:5755295.50,6229712.0,['159509'],159509.XSHE:5576600:6217909.00,True
2024-01-19,5993645.61,['513520'],513520.SH:4097000:5981620.00,6475415.54,['513520'],513520.XSHG:4426800:6463128.00,True
2024-01-22,6370558.01,['513520'],513520.SH:4096900:6358388.80,6882629.94,['513520'],513520.XSHG:4426100:6869307.20,True
2024-01-23,6681897.78,['513520'],513520.SH:4096500:6669102.00,7218983.04,['513520'],513520.XSHG:4425600:7204876.80,True
2024-01-24,6794483.88,['159509'],159509.SZ:5741500:6780711.50,7341338.24,['159509'],159509.XSHE:6204200:7327160.20,True
2024-01-25,6817449.88,['159509'],159509.SZ:5741500:6803677.50,7366149.04,['159509'],159509.XSHE:6203700:7351384.50,True
2024-01-26,6731322.18,['159509'],159509.SZ:5741600:6717672.00,7273088.34,['159509'],159509.XSHE:6203800:7258446.00,True
2024-01-29,6817446.18,['159509'],159509.SZ:5741600:6803796.00,7366145.34,['159509'],159509.XSHE:6203800:7351503.00,True
2024-01-30,6943756.27,['159509'],159509.SZ:5741500:6929990.50,7502623.94,['159509'],159509.XSHE:6203400:7487503.80,True
2024-01-31,6742798.67,['159509'],159509.SZ:5741600:6729155.20,7285499.54,['159509'],159509.XSHE:6203800:7270853.60,True
2024-02-01,6654575.75,['501018'],501018.SH:3007600:3678294.80,7174138.15,['501018'],501018.XSHG:5854800:7160420.40,True
2024-02-02,6591437.58,['159509'],159509.SZ:5527900:6578201.00,7032353.09,['159509'],159509.XSHE:5898300:7018977.00,True
2024-02-05,6713046.38,['159509'],159509.SZ:5527800:6699693.60,7162109.89,['159509'],159509.XSHE:5897500:7147770.00,True
2024-02-06,6812541.56,['159509'],159509.SZ:5527600:6798948.00,7268259.49,['159509'],159509.XSHE:5897300:7253679.00,True
2024-02-07,6746210.36,['159509'],159509.SZ:5527600:6732616.80,7197486.99,['159509'],159509.XSHE:5897400:7183033.20,True
2024-02-08,6972835.95,['159509'],159509.SZ:5527400:6958996.60,7439273.59,['159509'],159509.XSHE:5897100:7424448.90,True
2024-02-19,6972835.95,['159509'],159509.SZ:5527400:6958996.60,7439268.19,['159509'],159509.XSHE:5897000:7424323.00,True
2024-02-20,6956253.75,['159509'],159509.SZ:5527400:6942414.40,7421572.59,['159509'],159509.XSHE:5897100:7406757.60,True
2024-02-21,6834650.95,['159509'],159509.SZ:5527400:6820811.60,7291831.49,['159509'],159509.XSHE:5897200:7277144.80,True
2024-02-22,7083378.15,['159509'],159509.SZ:5527300:7069416.70,7557198.09,['159509'],159509.XSHE:5896900:7542135.10,True
2024-02-23,7337626.52,['159509'],159509.SZ:5526900:7323142.50,7828448.09,['159509'],159509.XSHE:5896500:7812862.50,True
2024-02-26,7238138.51,['159509'],159509.SZ:5526800:7223527.60,7722307.39,['159509'],159509.XSHE:5896400:7706594.80,True
2024-02-27,7249192.11,['159509'],159509.SZ:5526800:7234581.20,7734095.09,['159509'],159509.XSHE:5896500:7718518.50,True
2024-02-28,7387362.11,['159509'],159509.SZ:5526800:7372751.20,7881507.59,['159509'],159509.XSHE:5896500:7865931.00,True
2024-02-29,7348674.51,['159509'],159509.SZ:5526800:7334063.60,7840227.69,['159509'],159509.XSHE:5896300:7824390.10,True
2024-03-01,7591846.89,['159509'],159509.SZ:5526500:7576831.50,8099657.79,['159509'],159509.XSHE:5896000:8083416.00,True
2024-03-04,7865047.12,['159998'],159998.SZ:9860800:7849196.80,8391956.04,['159998'],159998.XSHE:10522500:8375910.00,True
2024-03-05,7877078.89,['159967'],159967.SZ:18584300:7842574.60,8385798.1,['159967'],159967.XSHE:19833300:8369652.60,True
2024-03-06,7866839.83,['159995'],159995.SZ:8821300:7842135.70,8346641.12,['159995'],159995.XSHE:9370800:8330641.20,True
