trade_date,target_symbol,is_weak,candidates_json,local_target,jq_target,jq_top10_raw,target_match
2021-07-06,501018,True,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 1.8871362402857248, ""annualized_return"": 2.002993907074557, ""r_squared"": 0.942157753760696, ""close"": 0.864}]",501018,501018,"501018.XSHG:1.8776,513100.XSHG:1.7355,513500.XSHG:0.5642",True
2021-07-07,501018,True,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 1.70807358725728, ""annualized_return"": 1.8325023570850787, ""r_squared"": 0.9320989851135991, ""close"": 0.848}]",501018,513100,"513100.XSHG:1.8241,513500.XSHG:0.6220",False
2021-07-08,511880,True,[],511880,513100,"513100.XSHG:1.8475,513500.XSHG:0.6507",False
2021-07-09,159985,True,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 0.0045854188134740155, ""annualized_return"": 0.33301013217650133, ""r_squared"": 0.013769607499641068, ""close"": 1.285}]",159985,513100,"513100.XSHG:1.7055,513500.XSHG:0.6193,159985.XSHE:0.0044,159980.XSHE:0.0000",False
2021-07-12,159980,True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.013227999462532114, ""annualized_return"": 0.19969415000479085, ""r_squared"": 0.06624129681422697, ""close"": 1.361}]",159980,513100,"513100.XSHG:1.7082,513500.XSHG:0.6624,159985.XSHE:0.0233,159980.XSHE:0.0161",False
2021-07-13,159967,False,"[{""symbol"": ""159967"", ""rank"": 1, ""momentum_score"": 2.9006372444842703, ""annualized_return"": 3.5048077367483152, ""r_squared"": 0.8276166518553222, ""close"": 0.844}]",159967,159967,"159967.XSHE:2.7990,512400.XSHG:2.3465,516520.XSHG:2.3324,588080.XSHG:1.8780,159949.XSHE:1.6208,513100.XSHG:1.6124,159870.XSHE:1.2649,159915.XSHE:0.9440,515050.XSHG:0.9425,513500.XSHG:0.6954",True
2021-07-14,159967,False,"[{""symbol"": ""159967"", ""rank"": 1, ""momentum_score"": 2.7542977368431125, ""annualized_return"": 3.340111994502138, ""r_squared"": 0.8246123906553786, ""close"": 0.838}]",159967,159967,"159967.XSHE:2.8932,516520.XSHG:1.9879,159870.XSHE:1.8984,159949.XSHE:1.7750,588080.XSHG:1.6249,513100.XSHG:1.4926,159915.XSHE:1.1050,512100.XSHG:0.8406,515050.XSHG:0.7030,513500.XSHG:0.6946",True
2021-07-15,159967,False,"[{""symbol"": ""159967"", ""rank"": 1, ""momentum_score"": 2.7623043100136124, ""annualized_return"": 3.3344115223501367, ""r_squared"": 0.8284233339221142, ""close"": 0.855}]",159967,159967,"159967.XSHE:2.5872,159870.XSHE:2.3734,159949.XSHE:1.6857,513100.XSHG:1.3867,516520.XSHG:1.3443,159915.XSHE:1.0855,588080.XSHG:1.0585,512100.XSHG:0.7763,513500.XSHG:0.6945,159981.XSHE:0.6836",True
2021-07-16,159870,False,"[{""symbol"": ""159870"", ""rank"": 1, ""momentum_score"": 2.9143366330216405, ""annualized_return"": 3.7100207211412286, ""r_squared"": 0.7855310932401396, ""close"": 1.07}]",159870,159870,"159870.XSHE:3.1374,512480.XSHG:3.0491,159995.XSHE:3.0193,159967.XSHE:2.5011,159949.XSHE:1.6613,513100.XSHG:1.2076,159915.XSHE:1.0923,516520.XSHG:1.0716,515210.XSHG:1.0681,512100.XSHG:0.8673",True
2021-07-19,159985,True,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 0.6564547106739799, ""annualized_return"": 1.1957279969149823, ""r_squared"": 0.5490000337598975, ""close"": 1.33}]",159985,159985,"159985.XSHE:0.6487,159980.XSHE:0.2757,518880.XSHG:0.0044",True
2021-07-20,518880,True,"[{""symbol"": ""518880"", ""rank"": 1, ""momentum_score"": 0.04798164472951771, ""annualized_return"": 0.22333499929028222, ""r_squared"": 0.21484158274338816, ""close"": 3.709}]",518880,159985,"159985.XSHE:0.9867,518880.XSHG:0.0490",False
2021-07-21,159985,True,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 1.0518023053027161, ""annualized_return"": 1.4198473432607672, ""r_squared"": 0.7407854867602788, ""close"": 1.317}]",159985,159985,159985.XSHE:1.0389,True
2021-07-22,159870,False,"[{""symbol"": ""159870"", ""rank"": 1, ""momentum_score"": 3.3992436731710387, ""annualized_return"": 3.8522542790895695, ""r_squared"": 0.8824037633295604, ""close"": 1.09}]",159870,159870,"159870.XSHE:3.3016,515210.XSHG:3.0352,159967.XSHE:1.3567,159981.XSHE:1.3552,159949.XSHE:1.1055,159995.XSHE:1.0633,159985.XSHE:0.9117,512100.XSHG:0.8946,512480.XSHG:0.8779,159915.XSHE:0.8109",True
2021-07-23,515210,False,"[{""symbol"": ""515210"", ""rank"": 1, ""momentum_score"": 3.911264579728552, ""annualized_return"": 4.831517998897999, ""r_squared"": 0.8095312033652066, ""close"": 1.83}]",515210,515210,"515210.XSHG:3.8492,159870.XSHE:3.1656,159981.XSHE:1.5624,159995.XSHE:1.1910,159967.XSHE:1.0869,512480.XSHG:0.9862,159949.XSHE:0.8894,512100.XSHG:0.8853,516510.XSHG:0.8329,159915.XSHE:0.6451",True
2021-07-26,159980,True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.4715474181541977, ""annualized_return"": 0.6190730471898449, ""r_squared"": 0.761699156981055, ""close"": 1.408}]",159980,159980,"159980.XSHE:0.4791,513100.XSHG:0.4628,513500.XSHG:0.2626",True
2021-07-27,159980,True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.5074868020745563, ""annualized_return"": 0.6620434737291823, ""r_squared"": 0.766546038458723, ""close"": 1.414}]",159980,159980,"159980.XSHE:0.5179,513100.XSHG:0.4822,513500.XSHG:0.2647",True
2021-07-28,159980,True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.5381871167001849, ""annualized_return"": 0.6982751789097674, ""r_squared"": 0.7707378594502936, ""close"": 1.411}]",159980,159980,"159980.XSHE:0.5552,513100.XSHG:0.4142,513500.XSHG:0.2627,518880.XSHG:0.1131",True
2021-07-29,159980,True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.6034143564485552, ""annualized_return"": 0.7674764619667875, ""r_squared"": 0.7862317430585486, ""close"": 1.417}]",159980,159980,"159980.XSHE:0.5686,513100.XSHG:0.3832,513500.XSHG:0.2478,518880.XSHG:0.1174",True
2021-07-30,159980,True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.6678045652456294, ""annualized_return"": 0.836573057974445, ""r_squared"": 0.7982620990240268, ""close"": 1.423}]",159980,159980,"159980.XSHE:0.6649,513500.XSHG:0.2117,518880.XSHG:0.1257,159985.XSHE:0.0080",True
2021-08-02,159980,True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.7361371681067901, ""annualized_return"": 0.8932019052093325, ""r_squared"": 0.8241553939971361, ""close"": 1.421}]",159980,159980,"159980.XSHE:0.7361,513100.XSHG:0.2208,513500.XSHG:0.2084,159985.XSHE:0.0030",True
2021-08-03,512660,False,"[{""symbol"": ""512660"", ""rank"": 1, ""momentum_score"": 2.0745626353974385, ""annualized_return"": 2.8597511487696, ""r_squared"": 0.725434671576236, ""close"": 1.251}]",512660,512670,"512670.XSHG:3.4016,512710.XSHG:2.7082,512660.XSHG:2.2068,159981.XSHE:0.9742,159980.XSHE:0.6842,159870.XSHE:0.4762,511380.XSHG:0.2001,513500.XSHG:0.1818,513100.XSHG:0.1762",False
2021-08-04,512660,False,"[{""symbol"": ""512660"", ""rank"": 1, ""momentum_score"": 2.6528299075696147, ""annualized_return"": 3.421502524466578, ""r_squared"": 0.7753406255291886, ""close"": 1.286}]",512660,512670,"512670.XSHG:3.9587,512710.XSHG:2.9711,512660.XSHG:2.6188,159981.XSHE:0.6486,159980.XSHE:0.5388,159870.XSHE:0.4708,511380.XSHG:0.1863,513100.XSHG:0.1690,513500.XSHG:0.1664",False
2021-08-05,512660,False,"[{""symbol"": ""512660"", ""rank"": 1, ""momentum_score"": 3.762288979402284, ""annualized_return"": 4.548379955981361, ""r_squared"": 0.8271712160842398, ""close"": 1.331}]",512660,512710,"512710.XSHG:4.1732,512660.XSHG:3.8679,159870.XSHE:0.4830,515050.XSHG:0.4196,159981.XSHE:0.3982,159980.XSHE:0.3897,512100.XSHG:0.2816,511380.XSHG:0.2125,513100.XSHG:0.1623,513500.XSHG:0.1443",False
2021-08-06,512660,False,"[{""symbol"": ""512660"", ""rank"": 1, ""momentum_score"": 4.586710170257167, ""annualized_return"": 5.456024489773702, ""r_squared"": 0.8406689117422581, ""close"": 1.342}]",512660,512710,"512710.XSHG:4.5563,512660.XSHG:4.3880,159995.XSHE:3.1154,512400.XSHG:2.6613,516160.XSHG:2.3439,512480.XSHG:1.4649,159755.XSHE:1.1037,515030.XSHG:0.9382,515210.XSHG:0.9149,515050.XSHG:0.5369",False
2021-08-09,512660,False,"[{""symbol"": ""512660"", ""rank"": 1, ""momentum_score"": 4.806920842726211, ""annualized_return"": 5.691154998027284, ""r_squared"": 0.8446301048543621, ""close"": 1.333}]",512660,512660,"512660.XSHG:4.8606,512710.XSHG:4.7786,512400.XSHG:1.7686,515210.XSHG:0.7571,515050.XSHG:0.5742,515220.XSHG:0.5459,159870.XSHE:0.3133,512100.XSHG:0.2756,159980.XSHE:0.2176,511380.XSHG:0.1779",True
2021-08-10,159995,False,"[{""symbol"": ""159995"", ""rank"": 1, ""momentum_score"": 1.8622388524232485, ""annualized_return"": 3.0662814954469253, ""r_squared"": 0.607328079691463, ""close"": 1.709}]",159995,159995,"159995.XSHE:1.8072,512400.XSHG:1.2892,515220.XSHG:0.7285,515210.XSHG:0.6810,515050.XSHG:0.6524,515880.XSHG:0.4227,512100.XSHG:0.3305,511380.XSHG:0.1657,159980.XSHE:0.1635,513500.XSHG:0.1595",True
2021-08-11,159995,False,"[{""symbol"": ""159995"", ""rank"": 1, ""momentum_score"": 1.381375745463851, ""annualized_return"": 2.505544613028382, ""r_squared"": 0.5513275390431865, ""close"": 1.718}]",159995,159995,"159995.XSHE:1.3505,515220.XSHG:1.0854,512400.XSHG:1.0348,515050.XSHG:0.6127,515210.XSHG:0.6054,515880.XSHG:0.4686,512100.XSHG:0.3701,513500.XSHG:0.1861,511380.XSHG:0.1766,159980.XSHE:0.1579",True
2021-08-12,515220,False,"[{""symbol"": ""515220"", ""rank"": 1, ""momentum_score"": 1.6320721588266416, ""annualized_return"": 2.791359611872279, ""r_squared"": 0.5846871724750449, ""close"": 0.9548740428790199}]",515220,515220,"515220.XSHG:1.6159,159995.XSHE:1.1035,516160.XSHG:1.0275,512400.XSHG:0.8689,515210.XSHG:0.7714,515050.XSHG:0.6013,515880.XSHG:0.5246,512100.XSHG:0.4549,513500.XSHG:0.2057,511380.XSHG:0.1881",True
2021-08-13,515220,False,"[{""symbol"": ""515220"", ""rank"": 1, ""momentum_score"": 1.9877678749036525, ""annualized_return"": 3.349589322214678, ""r_squared"": 0.5934362943303695, ""close"": 0.9643085758039815}]",515220,515220,"515220.XSHG:1.9878,516160.XSHG:0.9664,512400.XSHG:0.8819,515210.XSHG:0.8333,512100.XSHG:0.5492,515880.XSHG:0.5062,515050.XSHG:0.4766,513500.XSHG:0.2112,511380.XSHG:0.2000,159980.XSHE:0.1341",True
2021-08-16,159980,True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.10664687512962134, ""annualized_return"": 0.28246800954395446, ""r_squared"": 0.3775538168085054, ""close"": 1.403}]",159980,513500,"513500.XSHG:0.2317,513100.XSHG:0.1254,159980.XSHE:0.1112,513030.XSHG:0.0512",False
2021-08-17,513030,True,"[{""symbol"": ""513030"", ""rank"": 1, ""momentum_score"": 0.09488200024624074, ""annualized_return"": 0.2556320738982374, ""r_squared"": 0.37116625781478263, ""close"": 1.252}]",513030,513500,"513500.XSHG:0.2637,513100.XSHG:0.1301,159980.XSHE:0.1035,513030.XSHG:0.0889",False
2021-08-18,513030,True,"[{""symbol"": ""513030"", ""rank"": 1, ""momentum_score"": 0.164488477141525, ""annualized_return"": 0.30254915086063106, ""r_squared"": 0.5436752232608197, ""close"": 1.25}]",513030,513500,"513500.XSHG:0.2619,513030.XSHG:0.1645,159980.XSHE:0.0641,159985.XSHE:0.0006",False
2021-08-19,511880,True,[],511880,511880,,True
2021-08-20,511880,True,[],511880,511880,,True
2021-08-23,513030,True,"[{""symbol"": ""513030"", ""rank"": 1, ""momentum_score"": 0.13585106524287982, ""annualized_return"": 0.24775627777194287, ""r_squared"": 0.5483254207101438, ""close"": 1.246}]",513030,513500,"513500.XSHG:0.1303,513030.XSHG:0.1297,513100.XSHG:0.0288",False
2021-08-24,513030,True,"[{""symbol"": ""513030"", ""rank"": 1, ""momentum_score"": 0.1415505196934353, ""annualized_return"": 0.25143212241139623, ""r_squared"": 0.5629770704549383, ""close"": 1.249}]",513030,513500,"513500.XSHG:0.1488,513030.XSHG:0.1386,513100.XSHG:0.0497",False
2021-08-25,515220,False,"[{""symbol"": ""515220"", ""rank"": 1, ""momentum_score"": 3.081697096697083, ""annualized_return"": 4.359477130056182, ""r_squared"": 0.7068960347217988, ""close"": 0.9945983920367534}]",515220,515220,"515220.XSHG:2.8228,512660.XSHG:2.2872,512710.XSHG:1.3103,515210.XSHG:1.1273,512880.XSHG:0.7526,516150.XSHG:0.5291,512100.XSHG:0.4710,511380.XSHG:0.1448,513500.XSHG:0.1444,513030.XSHG:0.1064",True
2021-08-26,515220,False,"[{""symbol"": ""515220"", ""rank"": 1, ""momentum_score"": 4.181221554931114, ""annualized_return"": 5.630983744520918, ""r_squared"": 0.7425383813262723, ""close"": 1.0293571975497702}]",515220,515220,"515220.XSHG:4.3288,512660.XSHG:2.1522,515210.XSHG:1.6660,512710.XSHG:1.3188,512880.XSHG:0.9726,516150.XSHG:0.8035,515790.XSHG:0.7514,512100.XSHG:0.5853,510880.XSHG:0.5120,512200.XSHG:0.4915",True
2021-08-27,513030,True,"[{""symbol"": ""513030"", ""rank"": 1, ""momentum_score"": 0.05740624386979127, ""annualized_return"": 0.14203493651462407, ""r_squared"": 0.40416988438531576, ""close"": 1.245}]",513030,513500,"513500.XSHG:0.1356,513100.XSHG:0.0943",False
2021-08-30,513030,True,"[{""symbol"": ""513030"", ""rank"": 1, ""momentum_score"": 0.04878295515677989, ""annualized_return"": 0.13031089090085302, ""r_squared"": 0.37435823529052825, ""close"": 1.246}]",513030,513500,"513500.XSHG:0.1585,513100.XSHG:0.1412,513030.XSHG:0.0551",False
2021-08-31,516150,False,"[{""symbol"": ""516150"", ""rank"": 1, ""momentum_score"": 2.8690279277688244, ""annualized_return"": 4.867635009843951, ""r_squared"": 0.5894090090910085, ""close"": 1.705}]",516150,516150,"516150.XSHG:2.4290,512400.XSHG:2.2635,515790.XSHG:2.2473,510880.XSHG:1.7747,512670.XSHG:1.7579,512660.XSHG:1.5002,512890.XSHG:1.4826,159766.XSHE:1.0206,512880.XSHG:0.8836,512710.XSHG:0.8529",True
2021-09-01,511880,True,[],511880,513100,"513100.XSHG:0.3648,513500.XSHG:0.2370,513030.XSHG:0.0484,513520.XSHG:0.0009",False
2021-09-02,518880,True,"[{""symbol"": ""518880"", ""rank"": 1, ""momentum_score"": 0.0067563305048188435, ""annualized_return"": 0.15942757128505636, ""r_squared"": 0.04237868299918168, ""close"": 3.687}]",518880,513100,"513100.XSHG:0.4350,513500.XSHG:0.2614,513030.XSHG:0.0482,513520.XSHG:0.0166,518880.XSHG:0.0062,159980.XSHE:0.0002",False
2021-09-03,518880,True,"[{""symbol"": ""518880"", ""rank"": 1, ""momentum_score"": 0.02443283228627342, ""annualized_return"": 0.20523578005147947, ""r_squared"": 0.1190476255170756, ""close"": 3.687}]",518880,513100,"513100.XSHG:0.5015,513500.XSHG:0.2844,513520.XSHG:0.0777,513030.XSHG:0.0532,518880.XSHG:0.0228,159980.XSHE:0.0074",False
2021-09-06,513520,True,"[{""symbol"": ""513520"", ""rank"": 1, ""momentum_score"": 0.174411736799588, ""annualized_return"": 0.5658674990268127, ""r_squared"": 0.30822009940409, ""close"": 1.282}]",513520,513100,"513100.XSHG:0.4978,513500.XSHG:0.2660,513520.XSHG:0.1726,518880.XSHG:0.0749,159980.XSHE:0.0262",False
2021-09-07,510880,False,"[{""symbol"": ""510880"", ""rank"": 1, ""momentum_score"": 4.410160068657078, ""annualized_return"": 4.809688097762166, ""r_squared"": 0.9169326532231935, ""close"": 3.28}]",510880,510880,"510880.XSHG:4.3330,159766.XSHE:3.1284,512890.XSHG:3.0330,512880.XSHG:1.9664,513090.XSHG:0.9887,510500.XSHG:0.7950,512200.XSHG:0.7535,159981.XSHE:0.6615,512070.XSHG:0.5793,511380.XSHG:0.5604",True
2021-09-08,516150,False,"[{""symbol"": ""516150"", ""rank"": 1, ""momentum_score"": 3.8192002297255505, ""annualized_return"": 5.5453577091613875, ""r_squared"": 0.6887202647749697, ""close"": 1.657}, {""symbol"": ""159766"", ""rank"": 2, ""momentum_score"": 3.4988601268896553, ""annualized_return"": 3.7623072797337915, ""r_squared"": 0.9299772365050478, ""close"": 0.995}]",516150,510880,"510880.XSHG:4.9991,516150.XSHG:3.9937,512890.XSHG:3.4511,159766.XSHE:3.3776,512880.XSHG:2.6467,512400.XSHG:2.2236,513090.XSHG:1.3061,510500.XSHG:0.9263,512070.XSHG:0.8660,512200.XSHG:0.7681",False
2021-09-09,516150,False,"[{""symbol"": ""516150"", ""rank"": 1, ""momentum_score"": 4.566735124862708, ""annualized_return"": 6.300112062021055, ""r_squared"": 0.7248656976107366, ""close"": 1.694}]",516150,512890,"512890.XSHG:4.1573,516150.XSHG:4.1502,159766.XSHE:3.5324,512880.XSHG:2.7782,512400.XSHG:2.2114,513090.XSHG:1.3960,159981.XSHE:1.1743,510500.XSHG:1.1248,512070.XSHG:0.9213,513520.XSHG:0.8097",False
2021-09-10,512880,False,"[{""symbol"": ""512880"", ""rank"": 1, ""momentum_score"": 3.1789917357010586, ""annualized_return"": 3.8687424879556884, ""r_squared"": 0.8217118987883046, ""close"": 1.249}]",512880,516150,"516150.XSHG:4.9820,512890.XSHG:4.8250,159766.XSHE:3.8612,512880.XSHG:3.2298,512400.XSHG:2.7499,513090.XSHG:1.7348,510500.XSHG:1.3325,159981.XSHE:1.2251,513520.XSHG:1.0993,512980.XSHG:0.9874",False
2021-09-13,512400,False,"[{""symbol"": ""512400"", ""rank"": 1, ""momentum_score"": 3.6805455774739873, ""annualized_return"": 4.920594078111449, ""r_squared"": 0.747988051655462, ""close"": 1.715}, {""symbol"": ""512880"", ""rank"": 2, ""momentum_score"": 3.3406131608588683, ""annualized_return"": 4.030355819103876, ""r_squared"": 0.8288630857415542, ""close"": 1.253}]",512400,512400,"512400.XSHG:3.5194,512880.XSHG:3.3070,513090.XSHG:1.9173,510500.XSHG:1.4842,513520.XSHG:1.4098,159981.XSHE:1.3585,512980.XSHG:1.1357,511380.XSHG:0.9441,159870.XSHE:0.8551,510760.XSHG:0.8338",True
2021-09-14,159869,False,"[{""symbol"": ""159869"", ""rank"": 1, ""momentum_score"": 3.1818288925523794, ""annualized_return"": 4.985022778880942, ""r_squared"": 0.6382777037714258, ""close"": 0.935}]",159869,512400,"512400.XSHG:4.0211,512880.XSHG:3.3063,159869.XSHE:3.2925,513090.XSHG:2.1093,513520.XSHG:1.7795,510500.XSHG:1.7149,159981.XSHE:1.4200,159870.XSHE:1.4120,512980.XSHG:1.2739,511380.XSHG:1.0022",False
2021-09-15,159869,False,"[{""symbol"": ""159869"", ""rank"": 1, ""momentum_score"": 3.9137186303081273, ""annualized_return"": 5.599251108812434, ""r_squared"": 0.6989718007375101, ""close"": 0.94}]",159869,159869,"159869.XSHE:3.9888,513520.XSHG:2.1006,513090.XSHG:1.8085,159870.XSHE:1.7350,510500.XSHG:1.7090,159981.XSHE:1.6959,512980.XSHG:1.3612,510760.XSHG:0.9691,511380.XSHG:0.8942,512200.XSHG:0.6585",True
2021-09-16,513520,True,"[{""symbol"": ""513520"", ""rank"": 1, ""momentum_score"": 2.300223593328437, ""annualized_return"": 2.718306248531341, ""r_squared"": 0.8461973681483507, ""close"": 1.307}]",513520,513520,"513520.XSHG:2.3189,501018.XSHG:0.6834,159980.XSHE:0.4020",True
2021-09-17,513520,True,"[{""symbol"": ""513520"", ""rank"": 1, ""momentum_score"": 2.471649307192995, ""annualized_return"": 2.8098664964931896, ""r_squared"": 0.8796322922379759, ""close"": 1.312}]",513520,513520,"513520.XSHG:2.4617,501018.XSHG:0.9215,159980.XSHE:0.4289",True
2021-09-22,501018,True,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 1.1258002005507202, ""annualized_return"": 1.380638857445589, ""r_squared"": 0.8154197562088303, ""close"": 0.843}]",501018,501018,"501018.XSHG:1.0994,159980.XSHE:0.4506",True
2021-09-23,501018,True,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 1.2934944993481756, ""annualized_return"": 1.513068788042577, ""r_squared"": 0.8548814895729494, ""close"": 0.851}]",501018,501018,"501018.XSHG:1.2935,159980.XSHE:0.4787",True
2021-09-24,501018,True,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 1.4764995954836464, ""annualized_return"": 1.6851446289751566, ""r_squared"": 0.8761856816892919, ""close"": 0.862}]",501018,501018,"501018.XSHG:1.4685,159980.XSHE:0.5505",True
2021-09-27,501018,True,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 1.76049222914179, ""annualized_return"": 1.9698156261208437, ""r_squared"": 0.8937345230673827, ""close"": 0.876}]",501018,501018,"501018.XSHG:1.7753,159980.XSHE:0.5549",True
2021-09-28,511880,True,[],511880,501018,501018.XSHG:1.9349,False
2021-09-29,501018,True,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 1.8746972811903455, ""annualized_return"": 2.128967179601888, ""r_squared"": 0.880566548489916, ""close"": 0.869}]",501018,501018,501018.XSHG:1.8862,True
2021-09-30,501018,True,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 1.7571978665132506, ""annualized_return"": 1.9902133135067155, ""r_squared"": 0.8829193607478706, ""close"": 0.87}]",501018,501018,501018.XSHG:1.8434,True
2021-10-08,501018,True,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 2.0566098321751105, ""annualized_return"": 2.4332237406478945, ""r_squared"": 0.8452201899145932, ""close"": 0.918}]",501018,501018,"501018.XSHG:2.0566,159980.XSHE:0.0436",True
2021-10-11,501018,False,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 2.580138155369381, ""annualized_return"": 3.1296882369942116, ""r_squared"": 0.824407404185209, ""close"": 0.936}]",501018,501018,"501018.XSHG:2.5869,159865.XSHE:1.9219,159928.XSHE:1.7096,512170.XSHG:1.5651,515170.XSHG:1.2884,512690.XSHG:1.2615,512010.XSHG:0.5083,159825.XSHE:0.4382,159992.XSHE:0.1945,515120.XSHG:0.1897",True
2021-10-12,501018,False,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 3.131223977787222, ""annualized_return"": 3.7378781520898787, ""r_squared"": 0.8377009229250902, ""close"": 0.933}]",501018,501018,"501018.XSHG:3.1530,159865.XSHE:2.3885,159928.XSHE:2.1411,515170.XSHG:1.6244,512690.XSHG:1.5175,512170.XSHG:1.4951,512010.XSHG:0.5144,159825.XSHE:0.4329,159883.XSHE:0.3322",True
2021-10-13,501018,True,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 3.6747825336038153, ""annualized_return"": 4.261317363781715, ""r_squared"": 0.8623583319179545, ""close"": 0.932}]",501018,501018,"501018.XSHG:3.6748,159980.XSHE:0.0653",True
2021-10-14,501018,False,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 4.13161672045706, ""annualized_return"": 4.694455713271595, ""r_squared"": 0.8801055911075388, ""close"": 0.937}]",501018,501018,"501018.XSHG:4.1149,159928.XSHE:3.0081,515170.XSHG:2.5933,512690.XSHG:2.3671,159865.XSHE:2.2297,512170.XSHG:1.1881,159883.XSHE:0.5037,512010.XSHG:0.4154,159825.XSHE:0.3478",True
2021-10-15,501018,False,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 4.7763244363605395, ""annualized_return"": 5.290300527920159, ""r_squared"": 0.9028455777045079, ""close"": 0.949}]",501018,501018,"501018.XSHG:4.7213,159928.XSHE:3.1343,515170.XSHG:2.7634,512690.XSHG:2.5461,159865.XSHE:1.8975,512170.XSHG:0.7416,159883.XSHE:0.3936,159980.XSHE:0.2862,159825.XSHE:0.2590",True
2021-10-18,159865,False,"[{""symbol"": ""159865"", ""rank"": 1, ""momentum_score"": 1.6201768882534568, ""annualized_return"": 2.261742506594749, ""r_squared"": 0.7163401154328459, ""close"": 0.801}]",159865,159865,"159865.XSHE:1.4847,159980.XSHE:0.4948",True
2021-10-19,159865,False,"[{""symbol"": ""159865"", ""rank"": 1, ""momentum_score"": 1.9032602328455084, ""annualized_return"": 2.6092805266145245, ""r_squared"": 0.7294195520306667, ""close"": 0.841}]",159865,159865,"159865.XSHE:1.9214,159980.XSHE:0.7737,159825.XSHE:0.2207",True
2021-10-20,159865,False,"[{""symbol"": ""159865"", ""rank"": 1, ""momentum_score"": 2.0385634749494934, ""annualized_return"": 2.7217309042855753, ""r_squared"": 0.7489952337828908, ""close"": 0.825}]",159865,159865,"159865.XSHE:2.1023,159825.XSHE:0.2719",True
2021-10-21,159928,False,"[{""symbol"": ""159928"", ""rank"": 1, ""momentum_score"": 2.314797486606984, ""annualized_return"": 3.131956505203319, ""r_squared"": 0.7390899211918376, ""close"": 1.151}]",159928,159928,"159928.XSHE:2.2404,159865.XSHE:1.9858,515170.XSHG:1.4698,512690.XSHG:1.0109,159825.XSHE:0.2623",True
2021-10-22,501018,False,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 4.657445734007872, ""annualized_return"": 5.074604679925512, ""r_squared"": 0.9177947894999846, ""close"": 0.938}]",501018,501018,"501018.XSHG:4.7575,159928.XSHE:2.4533,159865.XSHE:1.8331,515170.XSHG:1.6529,512690.XSHG:1.1441,159825.XSHE:0.3313,159852.XSHE:0.1589",True
2021-10-25,501018,False,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 4.347081130900975, ""annualized_return"": 4.766996301306694, ""r_squared"": 0.9119119999546432, ""close"": 0.958}]",501018,501018,"501018.XSHG:4.3471,159928.XSHE:2.1638,159865.XSHE:1.6549,515170.XSHG:1.3912,512690.XSHG:0.8432,159980.XSHE:0.5773,159825.XSHE:0.3689,516520.XSHG:0.3570,159915.XSHE:0.1986",True
2021-10-26,501018,False,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 3.748084434775462, ""annualized_return"": 4.207740467996751, ""r_squared"": 0.8907594142943599, ""close"": 0.948}]",501018,501018,"501018.XSHG:3.8515,159928.XSHE:2.0045,515170.XSHG:1.3262,159865.XSHE:1.3132,512690.XSHG:0.7865,516520.XSHG:0.7351,159980.XSHE:0.4631,159825.XSHE:0.4036,159949.XSHE:0.3459,159915.XSHE:0.3296",True
2021-10-27,501018,False,"[{""symbol"": ""501018"", ""rank"": 1, ""momentum_score"": 3.0240460499731054, ""annualized_return"": 3.5270644642331552, ""r_squared"": 0.8573832660670083, ""close"": 0.944}]",501018,501018,"501018.XSHG:3.1167,159928.XSHE:1.5102,516520.XSHG:1.0805,515170.XSHG:0.9470,159865.XSHE:0.9148,515790.XSHG:0.7309,159967.XSHE:0.6588,512690.XSHG:0.4905,513330.XSHG:0.4595,159949.XSHE:0.4043",True
