date,log_date_ths,time_ths,target_ths,target_raw_ths,top10_raw_ths,top1_ths,log_date_jq,time_jq,target_jq,target_raw_jq,top10_raw_jq,top1_jq,target_match,top1_match,top10_overlap
2021-07-16,2021-07-16,13:10:00,159870,159870.SZ,"159870.SZ:3.7175,159995.SZ:1.9815,512480.SH:1.9162,515210.SH:1.7057,513100.SH:0.9950,159915.SZ:0.9716,512100.SH:0.8881,159981.SZ:0.8281,516520.SH:0.7152,513500.SH:0.5939",159870,2021-07-16,13:10:00,159870,159870.XSHE,"159870.XSHE:3.1374,512480.XSHG:3.0491,159995.XSHE:3.0193,159967.XSHE:2.5011,159949.XSHE:1.6613,513100.XSHG:1.2076,159915.XSHE:1.0923,516520.XSHG:1.0716,515210.XSHG:1.0681,512100.XSHG:0.8673",159870,True,True,8
2021-07-19,2021-07-19,13:10:00,159870,159870.SZ,"159870.SZ:3.3738,515210.SH:2.1717,159995.SZ:1.0423,159981.SZ:1.0386,159985.SZ:1.0140,512480.SH:0.9474,159915.SZ:0.8450,512100.SH:0.7784,513100.SH:0.6717,516510.SH:0.5313",159870,2021-07-19,13:10:00,159985,159985.XSHE,"159985.XSHE:0.6487,159980.XSHE:0.2757,518880.XSHG:0.0044",159985,False,False,1
2021-07-20,2021-07-20,13:10:00,159870,159870.SZ,"159870.SZ:2.8277,515210.SH:1.9918,159967.SZ:1.1766,159981.SZ:1.1453,159949.SZ:1.0041,512100.SH:0.7434,159995.SZ:0.7283,159915.SZ:0.7233,512480.SH:0.6220,516510.SH:0.5750",159870,2021-07-20,13:10:00,159985,159985.XSHE,"159985.XSHE:0.9867,518880.XSHG:0.0490",159985,False,False,0
2021-07-21,2021-07-21,13:10:00,159985,159985.SZ,159985.SZ:1.0214,159985,2021-07-21,13:10:00,159985,159985.XSHE,159985.XSHE:1.0389,159985,True,True,1
2021-07-22,2021-07-22,13:10:00,515210,515210.SH,"515210.SH:3.6844,159870.SZ:3.2397,159981.SZ:1.5687,159967.SZ:1.2254,159995.SZ:1.1455,159949.SZ:1.0247,512480.SH:0.9468,516510.SH:0.9322,512100.SH:0.9206,159915.SZ:0.7490",515210,2021-07-22,13:10:00,159870,159870.XSHE,"159870.XSHE:3.3016,515210.XSHG:3.0352,159967.XSHE:1.3567,159981.XSHE:1.3552,159949.XSHE:1.1055,159995.XSHE:1.0633,159985.XSHE:0.9117,512100.XSHG:0.8946,512480.XSHG:0.8779,159915.XSHE:0.8109",159870,False,False,9
2021-07-23,2021-07-23,13:10:00,515210,515210.SH,"515210.SH:4.6212,159870.SZ:2.8661,159981.SZ:1.5576,159995.SZ:1.2393,512480.SH:1.0417,512100.SH:0.8760,159967.SZ:0.8285,512710.SH:0.7350,159949.SZ:0.6845,159819.SZ:0.6169",515210,2021-07-23,13:10:00,515210,515210.XSHG,"515210.XSHG:3.8492,159870.XSHE:3.1656,159981.XSHE:1.5624,159995.XSHE:1.1910,159967.XSHE:1.0869,512480.XSHG:0.9862,159949.XSHE:0.8894,512100.XSHG:0.8853,516510.XSHG:0.8329,159915.XSHE:0.6451",515210,True,True,8
2021-07-26,2021-07-26,13:10:00,515210,515210.SH,"515210.SH:4.7611,515030.SH:4.3133,159870.SZ:2.1789,159981.SZ:1.3522,159995.SZ:1.2796,512480.SH:1.1009,512100.SH:0.7019,159980.SZ:0.5035,516510.SH:0.4434,511380.SH:0.4226",515210,2021-07-26,13:10:00,159980,159980.XSHE,"159980.XSHE:0.4791,513100.XSHG:0.4628,513500.XSHG:0.2626",159980,False,False,1
2021-07-27,2021-07-27,13:10:00,159980,159980.SZ,"159980.SZ:0.5594,513100.SH:0.4767,513500.SH:0.2680",159980,2021-07-27,13:10:00,159980,159980.XSHE,"159980.XSHE:0.5179,513100.XSHG:0.4822,513500.XSHG:0.2647",159980,True,True,3
2021-07-28,2021-07-28,13:10:00,159980,159980.SZ,"159980.SZ:0.6062,513100.SH:0.3720,513500.SH:0.2655,518880.SH:0.1135",159980,2021-07-28,13:10:00,159980,159980.XSHE,"159980.XSHE:0.5552,513100.XSHG:0.4142,513500.XSHG:0.2627,518880.XSHG:0.1131",159980,True,True,4
2021-07-29,2021-07-29,13:10:00,159980,159980.SZ,"159980.SZ:0.6082,513100.SH:0.3496,513500.SH:0.2322,518880.SH:0.1144,159985.SZ:0.0050",159980,2021-07-29,13:10:00,159980,159980.XSHE,"159980.XSHE:0.5686,513100.XSHG:0.3832,513500.XSHG:0.2478,518880.XSHG:0.1174",159980,True,True,4
2021-07-30,2021-07-30,13:10:00,159980,159980.SZ,"159980.SZ:0.7398,513500.SH:0.1699,518880.SH:0.1269,159985.SZ:0.0028",159980,2021-07-30,13:10:00,159980,159980.XSHE,"159980.XSHE:0.6649,513500.XSHG:0.2117,518880.XSHG:0.1257,159985.XSHE:0.0080",159980,True,True,4
2021-08-02,2021-08-02,13:10:00,159980,159980.SZ,"159980.SZ:0.7708,513500.SH:0.2021,513100.SH:0.1859,159985.SZ:0.0006",159980,2021-08-02,13:10:00,159980,159980.XSHE,"159980.XSHE:0.7361,513100.XSHG:0.2208,513500.XSHG:0.2084,159985.XSHE:0.0030",159980,True,True,4
2021-08-03,2021-08-03,13:10:00,513500,513500.SH,513500.SH:0.1540,513500,2021-08-03,13:10:00,512670,512670.XSHG,"512670.XSHG:3.4016,512710.XSHG:2.7082,512660.XSHG:2.2068,159981.XSHE:0.9742,159980.XSHE:0.6842,159870.XSHE:0.4762,511380.XSHG:0.2001,513500.XSHG:0.1818,513100.XSHG:0.1762",512670,False,False,1
2021-08-04,2021-08-04,13:10:00,513100,513100.SH,"513100.SH:0.1623,513500.SH:0.1519,518880.SH:0.0168",513100,2021-08-04,13:10:00,512670,512670.XSHG,"512670.XSHG:3.9587,512710.XSHG:2.9711,512660.XSHG:2.6188,159981.XSHE:0.6486,159980.XSHE:0.5388,159870.XSHE:0.4708,511380.XSHG:0.1863,513100.XSHG:0.1690,513500.XSHG:0.1664",512670,False,False,2
2021-08-05,2021-08-05,13:10:00,512660,512660.SH,"512660.SH:4.5981,159995.SZ:3.3804,512400.SH:2.2966,512480.SH:1.7236,159755.SZ:0.9699,515030.SH:0.8237,515210.SH:0.7502,515050.SH:0.6010,159870.SZ:0.3997,512100.SH:0.2876",512660,2021-08-05,13:10:00,512710,512710.XSHG,"512710.XSHG:4.1732,512660.XSHG:3.8679,159870.XSHE:0.4830,515050.XSHG:0.4196,159981.XSHE:0.3982,159980.XSHE:0.3897,512100.XSHG:0.2816,511380.XSHG:0.2125,513100.XSHG:0.1623,513500.XSHG:0.1443",512710,False,False,4
2021-08-06,2021-08-06,13:10:00,512710,512710.SH,"512710.SH:4.7211,512660.SH:4.6977,159995.SZ:2.7897,512400.SH:2.1274,512480.SH:1.1329,159755.SZ:1.0997,515030.SH:0.9619,515210.SH:0.7275,515050.SH:0.5920,515220.SH:0.4887",512710,2021-08-06,13:10:00,512710,512710.XSHG,"512710.XSHG:4.5563,512660.XSHG:4.3880,159995.XSHE:3.1154,512400.XSHG:2.6613,516160.XSHG:2.3439,512480.XSHG:1.4649,159755.XSHE:1.1037,515030.XSHG:0.9382,515210.XSHG:0.9149,515050.XSHG:0.5369",512710,True,True,9
2021-08-09,2021-08-09,13:10:00,512660,512660.SH,"512660.SH:4.8902,512710.SH:4.6793,159995.SZ:1.8230,512400.SH:1.2750,515220.SH:0.6925,515050.SH:0.6628,515210.SH:0.6246,515880.SH:0.3964,512100.SH:0.2868,513500.SH:0.1681",512660,2021-08-09,13:10:00,512660,512660.XSHG,"512660.XSHG:4.8606,512710.XSHG:4.7786,512400.XSHG:1.7686,515210.XSHG:0.7571,515050.XSHG:0.5742,515220.XSHG:0.5459,159870.XSHE:0.3133,512100.XSHG:0.2756,159980.XSHE:0.2176,511380.XSHG:0.1779",512660,True,True,7
2021-08-10,2021-08-10,13:10:00,159995,159995.SZ,"159995.SZ:1.2827,515220.SH:0.8891,512400.SH:0.8507,515050.SH:0.6630,515210.SH:0.5392,515880.SH:0.5182,512100.SH:0.3470,513500.SH:0.1724,513100.SH:0.1632,511380.SH:0.1542",159995,2021-08-10,13:10:00,159995,159995.XSHE,"159995.XSHE:1.8072,512400.XSHG:1.2892,515220.XSHG:0.7285,515210.XSHG:0.6810,515050.XSHG:0.6524,515880.XSHG:0.4227,512100.XSHG:0.3305,511380.XSHG:0.1657,159980.XSHE:0.1635,513500.XSHG:0.1595",159995,True,True,9
2021-08-11,2021-08-11,13:10:00,515220,515220.SH,"515220.SH:1.4554,159995.SZ:1.0514,512400.SH:0.8057,515210.SH:0.5889,515050.SH:0.5633,515880.SH:0.4865,512100.SH:0.4300,513500.SH:0.1957,511380.SH:0.1846,513100.SH:0.1476",515220,2021-08-11,13:10:00,159995,159995.XSHE,"159995.XSHE:1.3505,515220.XSHG:1.0854,512400.XSHG:1.0348,515050.XSHG:0.6127,515210.XSHG:0.6054,515880.XSHG:0.4686,512100.XSHG:0.3701,513500.XSHG:0.1861,511380.XSHG:0.1766,159980.XSHE:0.1579",159995,False,False,9
2021-08-12,2021-08-12,13:10:00,515220,515220.SH,"515220.SH:1.8920,159995.SZ:0.9671,515210.SH:0.8149,512400.SH:0.7773,515050.SH:0.6373,515880.SH:0.5749,512100.SH:0.5333,513500.SH:0.2058,511380.SH:0.1939,513100.SH:0.1117",515220,2021-08-12,13:10:00,515220,515220.XSHG,"515220.XSHG:1.6159,159995.XSHE:1.1035,516160.XSHG:1.0275,512400.XSHG:0.8689,515210.XSHG:0.7714,515050.XSHG:0.6013,515880.XSHG:0.5246,512100.XSHG:0.4549,513500.XSHG:0.2057,511380.XSHG:0.1881",515220,True,True,9
2021-08-13,2021-08-13,13:10:00,515790,515790.SH,"515790.SH:4.6250,515220.SH:2.3681,515210.SH:0.9287,512400.SH:0.9170,512100.SH:0.6172,515880.SH:0.4668,515050.SH:0.2933,511380.SH:0.2134,513100.SH:0.1140",515790,2021-08-13,13:10:00,515220,515220.XSHG,"515220.XSHG:1.9878,516160.XSHG:0.9664,512400.XSHG:0.8819,515210.XSHG:0.8333,512100.XSHG:0.5492,515880.XSHG:0.5062,515050.XSHG:0.4766,513500.XSHG:0.2112,511380.XSHG:0.2000,159980.XSHE:0.1341",515220,False,False,7
2021-08-16,2021-08-16,13:10:00,512670,512670.SH,"512670.SH:4.7021,512660.SH:4.0310,515790.SH:2.9627,515220.SH:2.7502,512710.SH:2.6045,515210.SH:0.9626,512100.SH:0.6193,515880.SH:0.6051,513500.SH:0.2510,511380.SH:0.2283",512670,2021-08-16,13:10:00,513500,513500.XSHG,"513500.XSHG:0.2317,513100.XSHG:0.1254,159980.XSHE:0.1112,513030.XSHG:0.0512",513500,False,False,1
2021-08-17,2021-08-17,13:10:00,513500,513500.SH,"513500.SH:0.2833,513030.SH:0.1616,513100.SH:0.1420,159980.SZ:0.0915,159985.SZ:0.0028",513500,2021-08-17,13:10:00,513500,513500.XSHG,"513500.XSHG:0.2637,513100.XSHG:0.1301,159980.XSHE:0.1035,513030.XSHG:0.0889",513500,True,True,4
2021-08-18,2021-08-18,13:10:00,513500,513500.SH,"513500.SH:0.2640,513030.SH:0.2188,159985.SZ:0.0025",513500,2021-08-18,13:10:00,513500,513500.XSHG,"513500.XSHG:0.2619,159980.XSHE:0.0641,159985.XSHE:0.0006",513500,True,True,2
2021-08-19,2021-08-19,13:10:00,511880,511880.SH,,,2021-08-19,13:10:00,511880,511880.XSHG,,,True,True,0
2021-08-20,2021-08-20,13:10:00,511880,511880.SH,,,2021-08-20,13:10:00,511880,511880.XSHG,,,True,True,0
2021-08-23,2021-08-23,13:10:00,513500,513500.SH,"513500.SH:0.1267,513030.SH:0.1263,513100.SH:0.0270",513500,2021-08-23,13:10:00,513500,513500.XSHG,"513500.XSHG:0.1303,513030.XSHG:0.1297,513100.XSHG:0.0288",513500,True,True,3
2021-08-24,2021-08-24,13:10:00,513500,513500.SH,"513500.SH:0.1529,513030.SH:0.1216,513100.SH:0.0636",513500,2021-08-24,13:10:00,513500,513500.XSHG,"513500.XSHG:0.1488,513030.XSHG:0.1386,513100.XSHG:0.0497",513500,True,True,3
2021-08-25,2021-08-25,13:10:00,513500,513500.SH,"513500.SH:0.1403,513100.SH:0.0775",513500,2021-08-25,13:10:00,515220,515220.XSHG,"515220.XSHG:2.8228,512660.XSHG:2.2872,512710.XSHG:1.3103,515210.XSHG:1.1273,512880.XSHG:0.7526,516150.XSHG:0.5291,512100.XSHG:0.4710,511380.XSHG:0.1448,513500.XSHG:0.1444,513030.XSHG:0.1064",515220,False,False,1
2021-08-26,2021-08-26,13:10:00,515210,515210.SH,"515210.SH:2.4805,512660.SH:1.8928,512710.SH:1.2504,512880.SH:1.1965,515790.SH:0.9302,510880.SH:0.8513,512200.SH:0.6899,512400.SH:0.6518,512100.SH:0.6424,513090.SH:0.4122",515210,2021-08-26,13:10:00,515220,515220.XSHG,"515220.XSHG:4.3288,512660.XSHG:2.1522,515210.XSHG:1.6660,512710.XSHG:1.3188,512880.XSHG:0.9726,516150.XSHG:0.8035,515790.XSHG:0.7514,512100.XSHG:0.5853,510880.XSHG:0.5120,512200.XSHG:0.4915",515220,False,False,8
2021-08-27,2021-08-27,13:10:00,515210,515210.SH,"515210.SH:3.5236,512660.SH:1.2935,510880.SH:1.2687,512880.SH:1.2487,515790.SH:1.2354,512400.SH:1.1371,512890.SH:1.1334,512710.SH:0.7901,512200.SH:0.7166,159766.SZ:0.6396",515210,2021-08-27,13:10:00,513500,513500.XSHG,"513500.XSHG:0.1356,513100.XSHG:0.0943",513500,False,False,0
2021-08-30,2021-08-30,13:10:00,515790,515790.SH,"515790.SH:2.5759,512400.SH:2.3348,512670.SH:1.7165,510880.SH:1.6917,512660.SH:1.5859,512890.SH:1.3785,159766.SZ:1.0296,512710.SH:0.9114,512880.SH:0.8922,512100.SH:0.7039",515790,2021-08-30,13:10:00,513500,513500.XSHG,"513500.XSHG:0.1585,513100.XSHG:0.1412",513500,False,False,0
2021-08-31,2021-08-31,13:10:00,512400,512400.SH,"512400.SH:3.0848,515790.SH:2.4331,510880.SH:2.1265,512890.SH:1.7168,159766.SZ:1.4374,512670.SH:1.3723,512660.SH:1.3099,512880.SH:0.7748,512710.SH:0.7127,510500.SH:0.5948",512400,2021-08-31,13:10:00,516150,516150.XSHG,"516150.XSHG:2.4290,512400.XSHG:2.2635,515790.XSHG:2.2473,510880.XSHG:1.7747,512670.XSHG:1.7579,512660.XSHG:1.5002,512890.XSHG:1.4826,159766.XSHE:1.0206,512880.XSHG:0.8836,512710.XSHG:0.8529",516150,False,False,9
2021-09-01,2021-09-01,13:10:00,510880,510880.SH,"510880.SH:2.5180,159766.SZ:2.1598,512890.SH:2.0830,510500.SH:0.5655,513100.SH:0.4382,512070.SH:0.3920,511380.SH:0.3361,512100.SH:0.3253,513500.SH:0.2759,510760.SH:0.2552",510880,2021-09-01,13:10:00,513100,513100.XSHG,"513100.XSHG:0.3648,513500.XSHG:0.2370,513520.XSHG:0.0009",513100,False,False,2
2021-09-02,2021-09-02,13:10:00,510880,510880.SH,"510880.SH:3.1445,512890.SH:2.4413,159766.SZ:2.2466,512880.SH:1.5361,512200.SH:0.7765,510500.SH:0.6544,513090.SH:0.6237,513100.SH:0.5025,511380.SH:0.4068,512070.SH:0.3978",510880,2021-09-02,13:10:00,513100,513100.XSHG,"513100.XSHG:0.4350,513500.XSHG:0.2614,513520.XSHG:0.0166,518880.XSHG:0.0062,159980.XSHE:0.0002",513100,False,False,1
2021-09-03,2021-09-03,13:10:00,510880,510880.SH,"510880.SH:3.5677,512890.SH:2.5947,512880.SH:1.5914,512200.SH:0.8665,513090.SH:0.7229,510500.SH:0.6478,513100.SH:0.4918,511380.SH:0.4513,512070.SH:0.4345,159981.SZ:0.3155",510880,2021-09-03,13:10:00,513100,513100.XSHG,"513100.XSHG:0.5015,513500.XSHG:0.2844,513520.XSHG:0.0777,518880.XSHG:0.0228,159980.XSHE:0.0074",513100,False,False,1
2021-09-06,2021-09-06,13:10:00,513100,513100.SH,"513100.SH:0.5228,513520.SH:0.3400,513500.SH:0.2697,518880.SH:0.1245,159980.SZ:0.0681,501018.SH:0.0108",513100,2021-09-06,13:10:00,513100,513100.XSHG,"513100.XSHG:0.4978,513500.XSHG:0.2660,513520.XSHG:0.1726,518880.XSHG:0.0749,159980.XSHE:0.0262",513100,True,True,5
2021-09-07,2021-09-07,13:10:00,513520,513520.SH,"513520.SH:0.5714,513100.SH:0.5311,513500.SH:0.2642,518880.SH:0.1658,159980.SZ:0.0715,513030.SH:0.0689,501018.SH:0.0544",513520,2021-09-07,13:10:00,510880,510880.XSHG,"510880.XSHG:4.3330,159766.XSHE:3.1284,512890.XSHG:3.0330,512880.XSHG:1.9664,513090.XSHG:0.9887,510500.XSHG:0.7950,512200.XSHG:0.7535,159981.XSHE:0.6615,512070.XSHG:0.5793,511380.XSHG:0.5604",510880,False,False,0
2021-09-08,2021-09-08,13:10:00,512890,512890.SH,"512890.SH:3.8113,159766.SZ:3.4864,512880.SH:3.0494,512400.SH:2.1420,513090.SH:1.5568,510500.SH:1.0844,159981.SZ:1.0498,512070.SH:1.0372,513520.SH:0.8241,511380.SH:0.7825",512890,2021-09-08,13:10:00,510880,510880.XSHG,"510880.XSHG:4.9991,516150.XSHG:3.9937,512890.XSHG:3.4511,159766.XSHE:3.3776,512880.XSHG:2.6467,512400.XSHG:2.2236,513090.XSHG:1.3061,510500.XSHG:0.9263,512070.XSHG:0.8660,512200.XSHG:0.7681",510880,False,False,7
2021-09-09,2021-09-09,13:10:00,512890,512890.SH,"512890.SH:4.7974,159766.SZ:3.5179,512880.SH:2.8245,512400.SH:2.2791,513090.SH:1.4371,159981.SZ:1.3195,510500.SH:1.2995,513520.SH:1.0256,512980.SH:0.9874,512070.SH:0.9682",512890,2021-09-09,13:10:00,512890,512890.XSHG,"512890.XSHG:4.1573,516150.XSHG:4.1502,159766.XSHE:3.5324,512880.XSHG:2.7782,512400.XSHG:2.2114,513090.XSHG:1.3960,159981.XSHE:1.1743,510500.XSHG:1.1248,512070.XSHG:0.9213,513520.XSHG:0.8097",512890,True,True,9
2021-09-10,2021-09-10,13:10:00,512880,512880.SH,"512880.SH:3.3517,512400.SH:3.2557,513090.SH:1.9304,510500.SH:1.4991,513520.SH:1.4206,512980.SH:1.0680,512070.SH:1.0620,515790.SH:1.0161,511380.SH:0.9569,510760.SH:0.8549",512880,2021-09-10,13:10:00,516150,516150.XSHG,"516150.XSHG:4.9820,512890.XSHG:4.8250,159766.XSHE:3.8612,512880.XSHG:3.2298,512400.XSHG:2.7499,513090.XSHG:1.7348,510500.XSHG:1.3325,159981.XSHE:1.2251,513520.XSHG:1.0993,512980.XSHG:0.9874",516150,False,False,6
2021-09-13,2021-09-13,13:10:00,512400,512400.SH,"512400.SH:4.1022,159869.SZ:3.5962,512880.SH:3.4723,513090.SH:2.1402,513520.SH:1.7134,510500.SH:1.6419,159981.SZ:1.4255,512980.SH:1.3671,159870.SZ:1.3084,511380.SH:0.9955",512400,2021-09-13,13:10:00,512400,512400.XSHG,"512400.XSHG:3.5194,512880.XSHG:3.3070,513090.XSHG:1.9173,510500.XSHG:1.4842,513520.XSHG:1.4098,159981.XSHE:1.3585,512980.XSHG:1.1357,511380.XSHG:0.9441,159870.XSHE:0.8551,510760.XSHG:0.8338",512400,True,True,9
2021-09-14,2021-09-14,13:10:00,159869,159869.SZ,"159869.SZ:3.9514,513090.SH:2.0256,159870.SZ:1.8084,510500.SH:1.7711,159981.SZ:1.5462,512980.SH:1.3851,510760.SH:1.0316,511380.SH:0.9609,512200.SH:0.7706,512100.SH:0.6477",159869,2021-09-14,13:10:00,512400,512400.XSHG,"512400.XSHG:4.0211,512880.XSHG:3.3063,159869.XSHE:3.2925,513090.XSHG:2.1093,513520.XSHG:1.7795,510500.XSHG:1.7149,159981.XSHE:1.4200,159870.XSHE:1.4120,512980.XSHG:1.2739,511380.XSHG:1.0022",512400,False,False,7
2021-09-15,2021-09-15,13:10:00,159869,159869.SZ,"159869.SZ:4.5732,513520.SH:2.3736,159870.SZ:2.1480,159981.SZ:1.9878,510500.SH:1.7864,513090.SH:1.5970,512980.SH:1.4725,510760.SH:0.9859,511380.SH:0.8419,159766.SZ:0.7666",159869,2021-09-15,13:10:00,159869,159869.XSHE,"159869.XSHE:3.9888,513520.XSHG:2.1006,513090.XSHG:1.8085,159870.XSHE:1.7350,510500.XSHG:1.7090,159981.XSHE:1.6959,512980.XSHG:1.3612,510760.XSHG:0.9691,511380.XSHG:0.8942,512200.XSHG:0.6585",159869,True,True,9
2021-09-16,2021-09-16,13:10:00,159869,159869.SZ,"159869.SZ:4.6892,513520.SH:2.4417,159981.SZ:2.3992,159870.SZ:2.3261,510500.SH:1.5066,512880.SH:1.4323,512980.SH:1.3036,501018.SH:0.9351,513090.SH:0.8885,510760.SH:0.7977",159869,2021-09-16,13:10:00,513520,513520.XSHG,"513520.XSHG:2.3189,501018.XSHG:0.6834,159980.XSHE:0.4020",513520,False,False,2
2021-09-17,2021-09-17,13:10:00,513520,513520.SH,"513520.SH:2.5339,501018.SH:1.1343,159980.SZ:0.4385",513520,2021-09-17,13:10:00,513520,513520.XSHG,"513520.XSHG:2.4617,501018.XSHG:0.9215,159980.XSHE:0.4289",513520,True,True,3
2021-09-22,2021-09-22,13:10:00,501018,501018.SH,"501018.SH:1.1916,159980.SZ:0.4745",501018,2021-09-22,13:10:00,501018,501018.XSHG,"501018.XSHG:1.0994,159980.XSHE:0.4506",501018,True,True,2
2021-09-23,2021-09-23,13:10:00,501018,501018.SH,"501018.SH:1.3805,159985.SZ:0.0022",501018,2021-09-23,13:10:00,501018,501018.XSHG,"501018.XSHG:1.2935,159980.XSHE:0.4787",501018,True,True,1
2021-09-24,2021-09-24,13:10:00,501018,501018.SH,"501018.SH:1.6317,159980.SZ:0.5549",501018,2021-09-24,13:10:00,501018,501018.XSHG,"501018.XSHG:1.4685,159980.XSHE:0.5505",501018,True,True,2
2021-09-27,2021-09-27,13:10:00,501018,501018.SH,"501018.SH:1.8629,159980.SZ:0.4088",501018,2021-09-27,13:10:00,501018,501018.XSHG,"501018.XSHG:1.7753,159980.XSHE:0.5549",501018,True,True,2
2021-09-28,2021-09-28,13:10:00,511880,511880.SH,,,2021-09-28,13:10:00,501018,501018.XSHG,501018.XSHG:1.9349,501018,False,False,0
2021-09-29,2021-09-29,13:10:00,501018,501018.SH,501018.SH:1.7572,501018,2021-09-29,13:10:00,501018,501018.XSHG,501018.XSHG:1.8862,501018,True,True,1
2021-09-30,2021-09-30,13:10:00,501018,501018.SH,501018.SH:1.7515,501018,2021-09-30,13:10:00,501018,501018.XSHG,501018.XSHG:1.8434,501018,True,True,1
2021-10-08,2021-10-08,13:10:00,501018,501018.SH,"501018.SH:2.4425,159980.SZ:0.0302",501018,2021-10-08,13:10:00,501018,501018.XSHG,"501018.XSHG:2.0566,159980.XSHE:0.0436",501018,True,True,2
2021-10-11,2021-10-11,13:10:00,501018,501018.SH,"501018.SH:3.1744,159980.SZ:0.0577",501018,2021-10-11,13:10:00,501018,501018.XSHG,"501018.XSHG:2.5869,159865.XSHE:1.9219,159928.XSHE:1.7096,512170.XSHG:1.5651,515170.XSHG:1.2884,512690.XSHG:1.2615,512010.XSHG:0.5083,159825.XSHE:0.4382,159992.XSHE:0.1945,515120.XSHG:0.1897",501018,True,True,1
2021-10-12,2021-10-12,13:10:00,501018,501018.SH,"501018.SH:3.7179,159980.SZ:0.0589",501018,2021-10-12,13:10:00,501018,501018.XSHG,"501018.XSHG:3.1530,159865.XSHE:2.3885,159928.XSHE:2.1411,515170.XSHG:1.6244,512690.XSHG:1.5175,512170.XSHG:1.4951,512010.XSHG:0.5144,159825.XSHE:0.4329,159883.XSHE:0.3322",501018,True,True,1
2021-10-13,2021-10-13,13:10:00,501018,501018.SH,"501018.SH:4.0471,159980.SZ:0.0951",501018,2021-10-13,13:10:00,501018,501018.XSHG,"501018.XSHG:3.6748,159980.XSHE:0.0653",501018,True,True,2
2021-10-14,2021-10-14,13:10:00,501018,501018.SH,501018.SH:4.5311,501018,2021-10-14,13:10:00,501018,501018.XSHG,"501018.XSHG:4.1149,159928.XSHE:3.0081,515170.XSHG:2.5933,512690.XSHG:2.3671,159865.XSHE:2.2297,512170.XSHG:1.1881,159883.XSHE:0.5037,512010.XSHG:0.4154,159825.XSHE:0.3478",501018,True,True,1
2021-10-15,2021-10-15,13:10:00,511880,511880.SH,,,2021-10-15,13:10:00,501018,501018.XSHG,"501018.XSHG:4.7213,159928.XSHE:3.1343,515170.XSHG:2.7634,512690.XSHG:2.5461,159865.XSHE:1.8975,512170.XSHG:0.7416,159883.XSHE:0.3936,159980.XSHE:0.2862,159825.XSHE:0.2590",501018,False,False,0
2021-10-18,2021-10-18,13:10:00,159865,159865.SZ,159865.SZ:1.3356,159865,2021-10-18,13:10:00,159865,159865.XSHE,"159865.XSHE:1.4847,159980.XSHE:0.4948",159865,True,True,1
2021-10-19,2021-10-19,13:10:00,159865,159865.SZ,"159865.SZ:2.2571,159980.SZ:1.0601",159865,2021-10-19,13:10:00,159865,159865.XSHE,"159865.XSHE:1.9214,159980.XSHE:0.7737,159825.XSHE:0.2207",159865,True,True,2
2021-10-20,2021-10-20,13:10:00,159928,159928.SZ,"159928.SZ:2.3271,159865.SZ:2.2322,515170.SH:1.4566,512690.SH:1.0037,159825.SZ:0.3002",159928,2021-10-20,13:10:00,159865,159865.XSHE,"159865.XSHE:2.1023,159825.XSHE:0.2719",159865,False,False,2
2021-10-21,2021-10-21,13:10:00,159928,159928.SZ,"159928.SZ:2.1014,159865.SZ:1.8784,515170.SH:1.3457,512690.SH:0.9270,159825.SZ:0.3048",159928,2021-10-21,13:10:00,159928,159928.XSHE,"159928.XSHE:2.2404,159865.XSHE:1.9858,515170.XSHG:1.4698,512690.XSHG:1.0109,159825.XSHE:0.2623",159928,True,True,5
2021-10-22,2021-10-22,13:10:00,501018,501018.SH,"501018.SH:4.0009,159928.SZ:2.3225,159865.SZ:1.6406,515170.SH:1.5708,512690.SH:1.0066,159980.SZ:0.5689,516520.SH:0.3570,159825.SZ:0.3556,159852.SZ:0.1814,159915.SZ:0.1793",501018,2021-10-22,13:10:00,501018,501018.XSHG,"501018.XSHG:4.7575,159928.XSHE:2.4533,159865.XSHE:1.8331,515170.XSHG:1.6529,512690.XSHG:1.1441,159825.XSHE:0.3313,159852.XSHE:0.1589",501018,True,True,7
2021-10-25,2021-10-25,13:10:00,501018,501018.SH,"501018.SH:3.9532,159928.SZ:1.9824,159865.SZ:1.4191,515170.SH:1.2247,512690.SH:0.6714,516520.SH:0.6015,159980.SZ:0.4976,159825.SZ:0.4293,159949.SZ:0.3197,159915.SZ:0.3045",501018,2021-10-25,13:10:00,501018,501018.XSHG,"501018.XSHG:4.3471,159928.XSHE:2.1638,159865.XSHE:1.6549,515170.XSHG:1.3912,512690.XSHG:0.8432,159980.XSHE:0.5773,159825.XSHE:0.3689,516520.XSHG:0.3570,159915.XSHE:0.1986",501018,True,True,9
2021-10-26,2021-10-26,13:10:00,501018,501018.SH,"501018.SH:3.1899,159928.SZ:1.7372,515170.SH:1.1807,159865.SZ:0.9815,159967.SZ:0.7067,512690.SH:0.6917,513330.SH:0.6599,515790.SH:0.6523,159949.SZ:0.4890,159915.SZ:0.4439",501018,2021-10-26,13:10:00,501018,501018.XSHG,"501018.XSHG:3.8515,159928.XSHE:2.0045,515170.XSHG:1.3262,159865.XSHE:1.3132,512690.XSHG:0.7865,516520.XSHG:0.7351,159980.XSHE:0.4631,159825.XSHE:0.4036,159949.XSHE:0.3459,159915.XSHE:0.3296",501018,True,True,7
